;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order;Semantics
157635;995;1458;389;157635;14;iouina.;iouina;ATR;157633;203290;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ABL;-;a-s---fb-;F-abl-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvina;-;iiguwiinaad;i--oui-na--;43 di. grabouie. tiom. essu. bue. peracri. pihaclu. etru. ocriper. fissiu. totaper. iouina. erer / 44 nomneper. erar. nomneper. di. grabouie. tiom. subocau;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1458;389;157633;12;tota;tota;ATR_CO;157634;203288;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;state;POLITICS;-;populus;populo;-;towtaad;to-ta--;43 di. grabouie. tiom. essu. bue. peracri. pihaclu. etru. ocriper. fissiu. totaper. iouina. erer / 44 nomneper. erar. nomneper. di. grabouie. tiom. subocau;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157667;995;1460;391;157667;7;fisiem.;fisiem;ATR;157666;203322;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;LOC;-;a-s---m--;M-sg;Fisian;PROPER;TOPONYM;Fisius;in Fisio;-;fisyem;fisiem;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1460;391;157666;6;ocrem.;ocrem;OBJ;157669;203321;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;LOC;-;n-s---m--;M-sg;citadel;BUILDING;-;arx;in arce;-;okrem;ocre-;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157672;995;1460;391;157672;13;iouinem.;iouinem;ATR;157671;203327;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;LOC;-;a-s---f--;F-sg;Iguvine;PROPER;TOPONYM;Iguvinus;in Iguvina;-;iiguwiinem;i--oui-nem;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1460;391;157671;11;totem;totem;ADV;148482;203326;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;LOC;-;n-s---f--;F-sg;state;POLITICS;-;populus;in populo;-;towtem;to-tem;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157674;995;1460;391;157674;15;dersecor.;dersecor;ATR;157673;203329;10269a;10269;4;Umbrian;O-stem;adjective;-;-;-;-;-;plural;N;NOM;-;a-p---nn-;N-nom-pl;due;ECONOMY;-;debitus;debita;-;ded-ekoos;derseco-r;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1460;391;157673;14;arsmor.;arsmor;SBJ;157675;203328;10016a;10016;14;Umbrian;O-stem;noun;-;-;-;-;-;plural;N;NOM;-;n-p---nn-;N-nom-pl;-;-;-;-;-;-;ad-omoos;ars-mo-r;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;other
157683;995;1461;392;157683;4;tuer.;tuer;ATR;157684;203338;11550a;11550;22;Umbrian;O-stem;adjective;-;-;-;-;-;singular;N;GEN;-;a-s---ng-;N-gen-sg;your;POSSESSIVE;-;tuus;tui;-;toweys;tu-e-r;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1461;392;157684;5;pescler.;pescler;ADV;157685;203339;11091a;11091;18;Umbrian;O-stem;noun;-;-;-;-;-;singular;N;GEN;-;n-s---ng-;N-gen-sg;prayer;RELIGION;-;prex;precis;-;perkskeleys;pe-s-c-le-r;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;0;possession
157695;995;1461;392;157695;16;tuer;tuer;ATR;157696;203350;11550a;11550;22;Umbrian;O-stem;adjective;-;-;-;-;-;singular;N;GEN;-;a-s---ng-;N-gen-sg;your;POSSESSIVE;-;tuus;tui;-;toweys;tu-e-r;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1461;392;157696;17;pescler.;pescler;ADV;157700;203351;11091a;11091;18;Umbrian;O-stem;noun;-;-;-;-;-;singular;N;GEN;-;n-s---ng-;N-gen-sg;prayer;RELIGION;-;prex;precis;-;perkskeleys;pe-s-c-le-r;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;0;possession
157708;995;1461;392;157708;29;peracri.;peracri;ATR;157707;203363;11084a;11084;22;Umbrian;I-stem;adjective;-;-;-;-;-;singular;M;ABL;-;a-s---mb-;M-abl-sg;perfect;-;-;opimus;opimo;-;perakriid;peracri--;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1461;392;157707;28;bue.;bue;ADV;157711;203362;10246a;10246;17;Umbrian;IRR;noun;-;-;-;-;-;singular;M;ABL;-;n-s---mb-;M-abl-sg;ox;ANIMAL;-;bos;bove;-;bowi;bu-e;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;other
157710;995;1461;392;157710;31;tertiu.;tertiu;ATR;157709;203365;11582a;11582;10;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;third;NUMBER;-;tertius;tertium;-;t-rityom;ter-tiu-;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1461;392;157709;30;pihaclu.;pihaclu;ADV;157711;203364;11129a;11129;14;Umbrian;O-stem;noun;-;-;-;-;-;singular;N;ABL;-;n-s---nb-;N-abl-sg;propitiatory offering;RELIGION;-;piaculum;piaculo;-;pi-aatlood;piha-clu--;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;number
157716;995;1462;393;157716;5;fisim.;fisim;ATR;157715;203371;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;ACC;-;a-s---ma-;M-acc-sg;Fisian;PROPER;TOPONYM;Fisius;Fisium;-;fisyom;fisi-m;48 di. grabouie / 49 pihatu. ocrem. fisim.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1462;393;157715;4;ocrem.;ocrem;OBJ;157714;203370;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;citadel;BUILDING;-;arx;arcem;-;okrim;ocre-;48 di. grabouie / 49 pihatu. ocrem. fisim.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157719;995;1463;394;157719;3;iiouinam.;iiouinam;ATR;157718;203374;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ACC;-;a-s---fa-;F-acc-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvinam;-;iiguwinaam;i-iouina-m;49 pihatu. totam. iiouinam.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1463;394;157718;2;totam.;totam;OBJ;157717;203373;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;state;POLITICS;-;populus;populum;-;towtaam;to-ta-m;49 pihatu. totam. iiouinam.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157724;995;1464;395;157724;5;fisier.;fisier;ATR;157723;203379;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;Fisian;PROPER;TOPONYM;Fisius;Fisi;-;fisyeys;fisie-r;49 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1464;395;157723;4;ocrer.;ocrer;ATR_CO;319913;203378;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;citadel;BUILDING;-;arx;arcis;-;okreys;ocre-r;49 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157726;995;1464;395;157726;7;iiouinar.;iiouinar;ATR;157725;203381;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvinae;-;iiguwiinaas;i-ioui-na-r;49 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1464;395;157725;6;totar.;totar;ATR_CO;319913;203380;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;state;POLITICS;-;populus;populi;-;towtaas;to-ta-r;49 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157739;995;1466;397;157739;5;tua.;tua;ATR;157738;203394;11550a;11550;22;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ABL;-;a-s---fb-;F-abl-sg;your;POSSESSIVE;-;tuus;tua;-;towaad;tu-a--;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1466;397;157738;4;pase.;pase;ADV;157735;203393;11028a;11028;15;Umbrian;C-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;peace;-;-;pax;pace;-;paaki;pa-se;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;possession
157741;995;1466;397;157741;7;fisi;fisi;ATR;157740;203396;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Fisian;PROPER;TOPONYM;Fisius;Fisio;-;fisyoy;fisi--;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1466;397;157740;6;ocre.;ocre;OBJ_CO;319408;203395;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;citadel;BUILDING;-;arx;arci;-;okrey;ocre-;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157743;995;1466;397;157743;9;iiouine.;iiouine;ATR;157742;203398;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvinae;-;iiguwinay;i-iouine-;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1466;397;157742;8;tote.;tote;OBJ_CO;319408;203397;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;state;POLITICS;-;populus;populo;-;towtay;to-te-;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157753;995;1467;398;157753;6;fisim.;fisim;ATR;157752;203408;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;ACC;-;a-s---ma-;M-acc-sg;Fisian;PROPER;TOPONYM;Fisius;Fisium;-;fisyom;fisi-m;50 di / 51 grabouie. saluo. seritu. ocrem. fisim.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1467;398;157752;5;ocrem.;ocrem;OBJ;157751;203407;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;citadel;BUILDING;-;arx;arcem;-;okrim;ocre-;50 di / 51 grabouie. saluo. seritu. ocrem. fisim.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157757;995;1468;399;157757;4;iiouinam.;iiouinam;ATR;157756;203412;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ACC;-;a-s---fa-;F-acc-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvinam;-;iiguwiinaam;i-ioui-na-m;51 saluam. seritu. totam. iiouinam.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1468;399;157756;3;totam.;totam;OBJ;157755;203411;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;state;POLITICS;-;populus;populum;-;towtaam;to-ta-m;51 saluam. seritu. totam. iiouinam.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157763;995;1469;400;157763;6;fisieṛ;fisier;ATR;157762;203418;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;Fisian;PROPER;TOPONYM;Fisius;Fisi;-;fisyeys;fisie-r;51 di. grabouie. saluom. seritu. ocrer. fisieṛ / 52 totar. iiouinar. nome.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1469;400;157762;5;ocrer.;ocrer;ATR_CO;319915;203417;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;citadel;BUILDING;-;arx;arcis;-;okreys;ocre-r;51 di. grabouie. saluom. seritu. ocrer. fisieṛ / 52 totar. iiouinar. nome.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157765;995;1469;400;157765;8;iiouinar.;iiouinar;ATR;157764;203420;10562a;10562;136;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvinae;-;iiguwiinaas;i-ioui-na-r;51 di. grabouie. saluom. seritu. ocrer. fisieṛ / 52 totar. iiouinar. nome.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1469;400;157764;7;totar.;totar;ATR_CO;319915;203419;11551a;11551;139;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;state;POLITICS;-;populus;populi;-;towtaas;to-ta-r;51 di. grabouie. saluom. seritu. ocrer. fisieṛ / 52 totar. iiouinar. nome.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
157779;995;1471;402;157779;5;tua.;tua;ATR;157778;203434;11550a;11550;22;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ABL;-;a-s---fb-;F-abl-sg;your;POSSESSIVE;-;tuus;tua;-;towaad;tu-a--;52 futu. fons. pacer. pase. tua. ocre. fisi / 53 tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1471;402;157778;4;pase.;pase;ADV;157775;203433;11028a;11028;15;Umbrian;C-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;peace;-;-;pax;pace;-;paaki;pa-se;52 futu. fons. pacer. pase. tua. ocre. fisi / 53 tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;possession
157781;995;1471;402;157781;7;fisi;fisi;ATR;157780;203436;10451a;10451;66;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Fisian;PROPER;TOPONYM;Fisius;Fisio;-;fisyoy;fisi--;52 futu. fons. pacer. pase. tua. ocre. fisi / 53 tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;995;1471;402;157780;6;ocre.;ocre;OBJ_CO;319918;203435;10976a;10976;73;Umbrian;I-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;citadel;BUILDING;-;arx;arci;-;okrey;ocre-;52 futu. fons. pacer. pase. tua. ocre. fisi / 53 tote. iiouine. erer. nomne. erar. nomne.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852;43.355464;12.573438;True;True;4620;171820;-125;-1;1;proper name
