;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order;Semantics
142316;2091;3035;1;142316;4;θotorridas;thotorridas;ATR;142315;1265026;15175a;15175;4;Messapic;A-stem;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;of Tautor;PROPER;THEONYM;Tautorius;Tautoriae;-;-;-;klohi zis aviθos θotorridas ana aprodita apa ogrebis;;1 Ga (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-299;-200;Galatina;;40.166667;18.166667;True;True;8;143587;-249.5;-2;2091;3035;1;142315;3;aviθos;avithos;OBJ;142313;1264928;14769a;14769;3;Messapic;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;-;PROPER;PERSONAL;-;-;-;-;-;klohi zis aviθos θotorridas ana aprodita apa ogrebis;;1 Ga (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-299;-200;Galatina;;40.166667;18.166667;True;True;8;143587;-249.5;-2;1;proper name
142758;2339;3320;1;142758;7;vinaihi?];vinaihi;ATR;142755;1265036;15217a;15217;9;Messapic;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;own;POSSESSIVE;-;suus;sui;-;-;-;dazos ka[---]ae aviθes bride[---] daos api[stanθi vinaihi?];;12 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;7;143971;-300;-3;2339;3320;1;142755;5;daos;daos;ADV;142757;1265094;14825a;14825;10;Messapic;AS-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;property;ECONOMY;-;res;rei;-;-;-;dazos ka[---]ae aviθes bride[---] daos api[stanθi vinaihi?];;12 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;7;143971;-300;-3;1;possession
142776;2341;3322;1;142776;6;vina[ihi?];vinaihi;ATR;142774;1265037;15217a;15217;9;Messapic;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;own;POSSESSIVE;-;suus;sui;-;-;-;θaotora[---]as θaotori deos apistaθi vina[ihi?] nai s̆enta ligaves;;14 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;9;143973;-300;-3;2341;3322;1;142774;4;deos;deos;ADV;142775;1265096;14825a;14825;10;Messapic;AS-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;property;ECONOMY;-;res;rei;-;-;-;θaotora[---]as θaotori deos apistaθi vina[ihi?] nai s̆enta ligaves;;14 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;9;143973;-300;-3;1;possession
142802;2345;3327;1;142802;3;vinahi;vinahi;ATR;142800;1265038;15217a;15217;9;Messapic;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;own;POSSESSIVE;-;suus;sui;-;-;-;] daos asē[.]sta vinahi [---] niligaves;;18 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;4;143977;-300;-3;2345;3327;1;142800;1;daos;daos;ADV;142803;1265097;14825a;14825;10;Messapic;AS-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;property;ECONOMY;-;res;rei;-;-;-;] daos asē[.]sta vinahi [---] niligaves;;18 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;4;143977;-300;-3;1;possession
142856;2351;3333;1;142856;3;vinai;vinai;ATR;142854;1265039;15217a;15217;9;Messapic;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;own;POSSESSIVE;-;suus;sui;-;-;-;]deos apeiistaθi vinai;;24 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;3;143983;-300;-3;2351;3333;1;142854;1;]deos;deos;ADV;142855;1265099;14825a;14825;10;Messapic;AS-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;property;ECONOMY;-;res;rei;-;-;-;]deos apeiistaθi vinai;;24 Ro (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-599;-1;Roca Vecchia;;40.2875;18.426389;True;True;3;143983;-300;-3;1;possession
142951;2211;3172;1;142951;6;gunakēai;gunakeai;ATR;142949;1264922;14901a;14901;1;Messapic;-;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;wife;RELATION;-;uxor;uxori;-;-;-;artos atotios tai θoi tai gunakēai pensklen aupave;;12 Ruv (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-299;-200;Rubi (Ruvo di Puglia);;41.116667;16.483333;True;True;8;143805;-249.5;-2;2211;3172;1;142949;4;θoi;thoi;OBJ;142953;1265587;15163a;15163;1;Messapic;O-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;-;PROPER;PERSONAL;-;-;-;-;-;artos atotios tai θoi tai gunakēai pensklen aupave;;12 Ruv (Monumenta linguae Messapicae);;Messapic;Indo-European::Balkan;Messapic;Messapic;-299;-200;Rubi (Ruvo di Puglia);;41.116667;16.483333;True;True;8;143805;-249.5;-2;1;proper name
143352;2378;3361;1;143352;9;[vo].l.tiio;voltiio;ATR;143353;1470266;14693a;14693;6;Venetic;O-stem;adjective;-;-;-;-;-;singular;N;INS;-;a-s---n--;N-sg;willingly;-;-;volens;voluntario;-;-;-;[vda.]n[.] vo.l.t[iio.n.]mno.s. [do]na.s.to ke la.g.[s./to śa.i.]nate.i. re.i.tiia.i. o.p [vo].l.tiio len[o];;12A (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;10;218086;-300;-3;2378;3361;1;143353;10;len[o];leno;ADV;143351;1470749;14528a;14528;3;Venetic;O-stem;noun;-;-;-;-;-;singular;N;INS;-;n-s---n--;N-sg;volontary act;-;-;-;-;-;-;-;[vda.]n[.] vo.l.t[iio.n.]mno.s. [do]na.s.to ke la.g.[s./to śa.i.]nate.i. re.i.tiia.i. o.p [vo].l.tiio len[o];;12A (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;10;218086;-300;-3;0;other
143370;2381;3364;1;143370;7;vo.l.t/[iio;voltiio;ATR;143371;1470269;14693a;14693;6;Venetic;O-stem;adjective;-;-;-;-;-;singular;N;INS;-;a-s---n--;N-sg;willingly;-;-;volens;voluntario;-;-;-;vda.n. dona.s[.to] vhrema vh/[r]ema.i.s.t[-- re.i].tiia.i. o.p vo.l.t/[iio leno];;14 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;8;218087;-300;-3;2381;3364;1;143371;8;leno];leno;ADV;143369;1470751;14528a;14528;3;Venetic;O-stem;noun;-;-;-;-;-;singular;N;INS;-;n-s---n--;N-sg;volontary act;-;-;-;-;-;-;-;vda.n. dona.s[.to] vhrema vh/[r]ema.i.s.t[-- re.i].tiia.i. o.p vo.l.t/[iio leno];;14 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;8;218087;-300;-3;0;other
143434;2396;3379;1;143434;8;vo.l.tiio;voltiio;ATR;143435;1470268;14693a;14693;6;Venetic;O-stem;adjective;-;-;-;-;-;singular;N;INS;-;a-s---n--;N-sg;willingly;-;-;volens;voluntario;-;-;-;mego doto vhu.g.siia votna śa.i.n/ate.i. re.i.tiia.i. o.p vo.l.tiio leno;;25 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;9;218109;-300;-3;2396;3379;1;143435;9;leno;leno;ADV;143433;1470750;14528a;14528;3;Venetic;O-stem;noun;-;-;-;-;-;singular;N;INS;-;n-s---n--;N-sg;volontary act;-;-;-;-;-;-;-;mego doto vhu.g.siia votna śa.i.n/ate.i. re.i.tiia.i. o.p vo.l.tiio leno;;25 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;9;218109;-300;-3;0;other
143440;2397;3380;1;143440;5;pora.i.;porai;ATR;143439;1470196;14603a;14603;4;Venetic;A-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Pora;PROPER;THEONYM;Pora;Porae;-;-;-;mego dona.s.to śa.i./nate.i. re.i.tiia.i. pora.i. / .e.getora .r.i.mo.i. ke lo/.u.derobo.s.;;26 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;9;218110;-300;-3;2397;3380;1;143439;4;re.i.tiia.i.;reitiiai;ATR;143438;1470539;14612a;14612;32;Venetic;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Reitia;PROPER;THEONYM;Reitia;Reitiae;-;-;-;mego dona.s.to śa.i./nate.i. re.i.tiia.i. pora.i. / .e.getora .r.i.mo.i. ke lo/.u.derobo.s.;;26 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Ateste (Este);;45.2224171;11.5898338;True;True;9;218110;-300;-3;1;proper name
144141;2580;3563;1;144141;6;te.r.mon.io.s.;termonios;ATR;144142;1470275;14630a;14630;2;Venetic;O-stem;adjective;-;-;-;-;-;plural;M;ACC;-;a-p---ma-;M-acc-pl;terminales;PROPER;THEONYM;terminales;terminales;-;-;-;.o..s.t..s. katus.ia.i.io.s. dona.s.to .a.tra.e..s. te.r.mon.io.s. de.i.vo.s.;;125 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Vicetia (Vicenza);;45.5502005;11.4808741;True;True;7;218197;-300;-3;2580;3563;1;144142;7;de.i.vo.s.;deivos;ADV;144140;1470906;14342a;14342;1;Venetic;O-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;diwos;-;-;-;-;-;-;-;.o..s.t..s. katus.ia.i.io.s. dona.s.to .a.tra.e..s. te.r.mon.io.s. de.i.vo.s.;;125 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-599;-1;Vicetia (Vicenza);;45.5502005;11.4808741;True;True;7;218197;-300;-3;0;proper name
144262;2606;3589;1;144262;5;trumus.iiat.;trumusiiat;ATR;144261;1470212;14645a;14645;36;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;[ -- ].i. (vac.) iion.ko.s. tona.s./to śa.i.nat. trumus.iiat.per. vo/.l.te.r.kon. vo.n.ta.r.;;151 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;8;218214;-199.5;-2;2606;3589;1;144261;4;śa.i.nat.;sainat;OBJ;144260;1470238;14617a;14617;21;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Saenatis;PROPER;THEONYM;Saenatis;Saenati;-;-;-;[ -- ].i. (vac.) iion.ko.s. tona.s./to śa.i.nat. trumus.iiat.per. vo/.l.te.r.kon. vo.n.ta.r.;;151 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;8;218214;-199.5;-2;1;proper name
144263;2606;3589;1;144263;7;vo/.l.te.r.kon.;volterkon;ATR;144264;1470265;14690a;14690;3;Venetic;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;voluntary;-;-;voluntarius;voluntarium;-;-;-;[ -- ].i. (vac.) iion.ko.s. tona.s./to śa.i.nat. trumus.iiat.per. vo/.l.te.r.kon. vo.n.ta.r.;;151 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;8;218214;-199.5;-2;2606;3589;1;144264;8;vo.n.ta.r.;vontar;ADV;503981;1470776;14700a;14700;3;Venetic;I-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;voluntary act of propitiation;RELIGION;-;-;-;-;-;-;[ -- ].i. (vac.) iion.ko.s. tona.s./to śa.i.nat. trumus.iiat.per. vo/.l.te.r.kon. vo.n.ta.r.;;151 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;8;218214;-199.5;-2;0;other
144343;2622;3605;1;144343;5;trumusijate.i.;trumusijatei;ATR;144342;1470220;14645a;14645;36;Venetic;I-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;[ --- ]n.ka doto dono.m śa.i.nate.i. trumusijate.i.;;166 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;5;218231;-199.5;-2;2622;3605;1;144342;4;śa.i.nate.i.;sainatei;OBJ;144340;1470241;14617a;14617;21;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Saenatis;PROPER;THEONYM;Saenatis;Saenati;-;-;-;[ --- ]n.ka doto dono.m śa.i.nate.i. trumusijate.i.;;166 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;5;218231;-199.5;-2;1;proper name
144351;2623;3606;1;144351;5;trumusijate.i.;trumusijatei;ATR;144349;1470217;14645a;14645;36;Venetic;I-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;/ broi.joko.s. / dono.m. doto śa.i.nate.i. / trumusijate.i. / tir;;167 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;218232;-199.5;-2;2623;3606;1;144349;4;śa.i.nate.i.;sainatei;OBJ;144348;1470240;14617a;14617;21;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Saenatis;PROPER;THEONYM;Saenatis;Saenati;-;-;-;/ broi.joko.s. / dono.m. doto śa.i.nate.i. / trumusijate.i. / tir;;167 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;218232;-199.5;-2;1;proper name
144486;2669;3652;1;144486;6;tr--u]ṣijate.i.;trusijatei;ATR;144484;1470231;14645a;14645;36;Venetic;I-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;e.s.kaiva liber.tos. a.rs.petija/ko.s. dona[s.t]o śsaina[t./tr -- u]ṣijate.i.;;212 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;218219;-199.5;-2;2669;3652;1;144484;5;śsaina[t./;ssainat;OBJ;144483;1470255;14617a;14617;21;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Saenatis;PROPER;THEONYM;Saenatis;Saenati;-;-;-;e.s.kaiva liber.tos. a.rs.petija/ko.s. dona[s.t]o śsaina[t./tr -- u]ṣijate.i.;;212 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299;-100;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;218219;-199.5;-2;1;proper name
144773;2728;3712;1;144773;5;kane.i.;kanei;ATR;144772;1470199;14476a;14476;1;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;-;-;-;-;-;-;-;-;/ .e..i.k. go.l.tano.s. doto lo.u.dera.i. kane.i. / .a..e.;;242A (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-399;-300;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;0;-349.5;-3;2728;3712;1;144772;4;lo.u.dera.i.;louderai;OBJ;144771;1470575;14534a;14534;1;Venetic;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Ludera;PROPER;PERSONAL;Ludera;Luderae;-;-;-;/ .e..i.k. go.l.tano.s. doto lo.u.dera.i. kane.i. / .a..e.;;242A (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-399;-300;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;0;-349.5;-3;1;other
144786;2730;3714;1;144786;4;.v/o.l.te.r.k[o.n.;volterkon;ATR;144787;1470263;14690a;14690;3;Venetic;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;voluntary;-;-;voluntarius;voluntarium;-;-;-;/ [- d]ona.[s.t]o .a..i.su.n. / per.v/o.l.te.r.k[o.n. vo.n.ta.r.] / [- dona.s.]to .a..i.su.s. / [per. vo.l.t]e./[r.ko.n. vo.n.ta.r.];;244 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-499;-1;Gurina [found & written];;46.6688291;13.0788852;True;True;10;218285;-250;-2;2730;3714;1;144787;5;vo.n.ta.r.];vontar;ADV;503983;1470774;14700a;14700;3;Venetic;I-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;voluntary act of propitiation;RELIGION;-;-;-;-;-;-;/ [- d]ona.[s.t]o .a..i.su.n. / per.v/o.l.te.r.k[o.n. vo.n.ta.r.] / [- dona.s.]to .a..i.su.s. / [per. vo.l.t]e./[r.ko.n. vo.n.ta.r.];;244 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-499;-1;Gurina [found & written];;46.6688291;13.0788852;True;True;10;218285;-250;-2;0;other
144794;2730;3715;2;144794;4;vo.l.t]e./[r.ko.n.;volterkon;ATR;144795;1470264;14690a;14690;3;Venetic;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;voluntary;-;-;voluntarius;voluntarium;-;-;-;/ [- d]ona.[s.t]o .a..i.su.n. / per.v/o.l.te.r.k[o.n. vo.n.ta.r.] / [- dona.s.]to .a..i.su.s. / [per. vo.l.t]e./[r.ko.n. vo.n.ta.r.];;244 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-499;-1;Gurina [found & written];;46.6688291;13.0788852;True;True;10;218285;-250;-2;2730;3715;2;144795;5;vo.n.ta.r.];vontar;ADV;144793;1470775;14700a;14700;3;Venetic;I-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;voluntary act of propitiation;RELIGION;-;-;-;-;-;-;/ [- d]ona.[s.t]o .a..i.su.n. / per.v/o.l.te.r.k[o.n. vo.n.ta.r.] / [- dona.s.]to .a..i.su.s. / [per. vo.l.t]e./[r.ko.n. vo.n.ta.r.];;244 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-499;-1;Gurina [found & written];;46.6688291;13.0788852;True;True;10;218285;-250;-2;0;other
144855;2749;3740;3;144855;5;karai;karai;ATR;144853;1468222;12132a;12132;1;Latin;O-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;dear;-;-;carus;carae;-;carae;karai;praụ[i]os urnam ⋮ soc̣[iai] p̣orded karai ⋮ /;;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599;-500;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;2749;3740;3;144853;3;soc̣[iai];sociai;OBJ;144854;1464704;13829a;13829;2;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;girlfriend;HUMAN;-;socia;sociae;-;sociae;sociai;praụ[i]os urnam ⋮ soc̣[iai] p̣orded karai ⋮ /;;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599;-500;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;1;other
144860;2749;3741;4;144860;3;ti?]tela;titela;ATR;144859;1464231;14013a;14013;98;Latin;O-stem;adjective;diminutive;-;-;-;-;singular;F;NOM;-;a-s---fn-;F-nom-sg;propitious;RELIGION;-;propitius;propitia;-;propit--ia;---titela-;eqo ụrneḷ[a ti?]tela fita idupes ⋮ / arcentelom hutị[.]ilom ⋮ pe⋮para[i? 1-2];;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599;-500;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;2749;3741;4;144859;2;ụrneḷ[a;urnela;APOS;144858;1465055;14092a;14092;1;Latin;A-stem;noun;-;-;-;-;-;singular;F;NOM;-;n-s---fn-;F-nom-sg;urnela;-;-;urnela;urnela;-;urnela;urnela;eqo ụrneḷ[a ti?]tela fita idupes ⋮ / arcentelom hutị[.]ilom ⋮ pe⋮para[i? 1-2];;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599;-500;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;1;other
144865;2749;3741;4;144865;6;arcentelom;arcentelom;ATR;144866;1464279;11936a;11936;1;Latin;O-stem;adjective;diminutive;-;-;-;-;singular;M/N;NOM;-;a-s---mn-;M-nom-sg;silver;MATERIAL;-;argenteus;argenteum;-;argentus--;arcentelom;eqo ụrneḷ[a ti?]tela fita idupes ⋮ / arcentelom hutị[.]ilom ⋮ pe⋮para[i? 1-2];;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599;-500;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;2749;3741;4;144866;7;hutị[.]ilom;hutiilom;OBJ;144868;1465329;12717a;12717;1;Latin;O-stem;noun;diminutive;-;-;-;-;singular;M/N;ACC;-;n-s---ma-;M-acc-sg;-;-;-;-;-;-;-;-;eqo ụrneḷ[a ti?]tela fita idupes ⋮ / arcentelom hutị[.]ilom ⋮ pe⋮para[i? 1-2];;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599;-500;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;0;other
146079;3099;4102;1;146079;9;suo;suo;ATR;146077;1468483;13915a;13915;59;Latin;O-stem;adjective;-;-;-;-;-;singular;M;ACC;-;a-s---ma-;M-acc-sg;his;-;-;suus;suum;-;suum;suo-;Pu(blius) Fuluius C(aii) f(ilius) / C(aii) n(epos) Suto(r) diem / suo obiet a(nte) d(iem) X k(alendas) Dec(embres), / C(aio) Atilio (et) Q(uito) Seruio co(n)s(ulibus).;;250 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-240;-150;Falerii Novi (Santa Maria di Falleri);;42.2942111;12.3401895;True;True;21;829119;-195;-1;3099;4102;1;146077;8;diem;diem;OBJ;146080;1465790;12400a;12400;69;Latin;E-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;day;TIME;-;dies;diem;-;diem;diem;Pu(blius) Fuluius C(aii) f(ilius) / C(aii) n(epos) Suto(r) diem / suo obiet a(nte) d(iem) X k(alendas) Dec(embres), / C(aio) Atilio (et) Q(uito) Seruio co(n)s(ulibus).;;250 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-240;-150;Falerii Novi (Santa Maria di Falleri);;42.2942111;12.3401895;True;True;21;829119;-195;-1;1;possession
146083;3099;4102;1;146083;13;x;x;ATR;146082;1468576;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;Pu(blius) Fuluius C(aii) f(ilius) / C(aii) n(epos) Suto(r) diem / suo obiet a(nte) d(iem) X k(alendas) Dec(embres), / C(aio) Atilio (et) Q(uito) Seruio co(n)s(ulibus).;;250 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-240;-150;Falerii Novi (Santa Maria di Falleri);;42.2942111;12.3401895;True;True;21;829119;-195;-1;3099;4102;1;146082;12;d(iem);diem;ADV;146081;1465791;12400a;12400;69;Latin;E-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;day;TIME;-;dies;diem;-;diem;diem;Pu(blius) Fuluius C(aii) f(ilius) / C(aii) n(epos) Suto(r) diem / suo obiet a(nte) d(iem) X k(alendas) Dec(embres), / C(aio) Atilio (et) Q(uito) Seruio co(n)s(ulibus).;;250 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-240;-150;Falerii Novi (Santa Maria di Falleri);;42.2942111;12.3401895;True;True;21;829119;-195;-1;1;number
