;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Heads;Siblings;Constituent;Verbal_head;Main_clause;Order;Check;Konneker
165256;2;2;1;165256;4;numasioi;numasioi;OBJ;165254;1467735.0;13184a;13184;65.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Numerius;PROPER;PERSONAL;Numerius;Numerio;-;numerio-;numasioi;Manios med fhefhaked Numasioi;;CIL XIV 4123;Fibula Praenestina;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-675.0;-625.0;Praeneste (Palestrina);;41.8279573;12.879636;True;True;4;256173;-650.0;-6;[165254];[165256];1;facio;1;1;[165256];0
165280;5;6;2;165280;7;duenoi;duenoi;OBJ;165276;1464263.0;12044a;12044;29.0;Latin;O-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;good;-;-;bonus;bono;-;bo-no-;duenoi;Duenos med decet en manom einom dzenoi;;CIL I² 4;Duenos inscription;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-625.0;-575.0;Rome;;41.9097374;11.976887;True;True;28;568865;-600.0;-6;[165276];[165280];1;facio;1;1;[165280];0
180105;9;12;1;180105;6;mamartei;mamartei;OBJ;180101;1465996.0;12991a;12991;10.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mars;PROPER;THEONYM;Mars;Marti;-;ma--rti-;mamartei;[......]̣iei steterai popliosio ualesiosio / suodales mamartei;;EDCS 24700256;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-520.0;-500.0;Satricum (Le Ferriere);;41.519633;12.746396;True;True;6;251070;-510.0;-5;[180101];[180105];1;sto;1;1;[180105];0
178181;16;20;1;178181;1;h]ercle;hercle;OBJ;178182;1465807.0;12670a;12670;50.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hercules;PROPER;THEONYM;Hercules;Herculi;-;herculi;herc-le;H]ercle dedero / [--- do]no(m);;CIL I² 2659;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-425.0;-350.0;Lago di Albano;;41.7479773;12.6689577;True;True;5;249984;-387.5;-3;[178182];[178181];1;do;1;0;[178181];0
238780;23;28;1;238780;3;fileai;fileai;OBJ;238781;1464760.0;12536a;12536;114.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;daughter;RELATION;-;filia;filiae;-;filiae;fileai;Dindia Macolnia fileai dedit /;;CIL XIV 4112;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-350.0;-325.0;Praeneste (Palestrina);;41.8279573;12.8796689;True;True;9;257881;-337.5;-3;[238781];[238780];1;do;1;0;[238780];0
180268;44;50;1;180268;1;c(e)rere;cerere;OBJ;180271;1465846.0;12174a;12174;7.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Ceres;PROPER;THEONYM;Ceres;Cereri;-;cereri;cerere;C(e)rere L(ucius) Tolonio(s) d(edit);;EDCS 15000076;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-275.0;Veii;;42.023907;12.3991884;True;True;4;247635;-287.0;-2;[180271];[180268];1;do;1;0;[180268];0
180275;45;51;1;180275;4;menerva;menerva;OBJ;180274;1465255.0;13062a;13062;14.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Minerva;PROPER;THEONYM;Minerva;Minervae;-;mineruae;menerua-;L(ucius) Tolonio(s) ded(it) Menerva;;EDCS 14300118;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-275.0;Veii;;42.023907;12.3991884;True;True;4;247634;-287.0;-2;[180274];[180275];1;do;1;1;[180275];0
238715;49;56;2;238715;1;iunio;iunio;OBJ;238718;1467655.0;12783a;12783;21.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Iunius;PROPER;PERSONAL;Iunius;Iunio;-;iunio;iunio;Menio / Casia Acila / Ceisia Loucilia cata ret(tulit) Iunio Setio atos ret(tulit);;CIL XIV 4104;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Praeneste (Palestrina);;41.8279573;12.8796682;True;True;11;257885;-300.0;-3;[238718];[238715];2;refero;1;0;[238715];0
236994;88;97;1;236994;6;fortuna;fortuna;OBJ;236999;1465175.0;12567a;12567;28.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Fortune;PROPER;THEONYM;Fortuna;Fortunae;-;fortunae;fortuna-;Orcevia Numeri [uxor] / nationu(s) gratia / Fortuna Diovo fileia / Primogenia / donom dedi;;CIL XIV 2863;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-250.0;Praeneste (Palestrina);;41.8279573;12.8796449;True;True;11;256363;-274.5;-2;[236999];[236994];3;do;1;0;[236994];0
205837;124;135;1;205837;7;hercole;hercole;OBJ;205836;1465811.0;12670a;12670;50.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hercules;PROPER;THEONYM;Hercules;Herculi;-;herculi;hercole;M(arcus) C(aius) Pomplio(s) No(ni) f(ilii) / dedron / Hercole;;CIL VI 30898;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-270.0;-231.0;Rome;;41.9097374;11.9768915;True;True;7;280895;-250.5;-2;[205836];[205837];1;do;1;1;[205837];0
231632;125;136;1;231632;1;iunone;iunone;OBJ;231637;1465504.0;12784a;12784;16.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Juno;PROPER;THEONYM;Iuno;Iunoni;-;iunoni;iunone;Iunone Reg(inae) / Matrona / Pisaure(n)se(s) / dono ded(e)ro(n)t;;CIL XI 6300;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-270.0;-231.0;Pisaurum (Pesaro);;43.8998146;12.8944958;True;True;6;287711;-250.5;-2;[231637];[231632];2;do;1;0;[231632];0
237157;132;144;1;237157;6;hercole;hercole;OBJ;237159;1465812.0;12670a;12670;50.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hercules;PROPER;THEONYM;Hercules;Herculi;-;herculi;hercole;Q(uintus) K(aeso) Cestio(s) Q(uinti) f(ilius) / Hercole donu(m) / [d]edero;;CIL XIV 2891;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-275.0;-225.0;Praeneste (Palestrina);;41.8279573;12.879645;True;True;8;255969;-250.0;-2;[237159];[237157];1;do;1;0;[237157];0
237165;133;145;1;237165;6;hercole;hercole;OBJ;237167;1465809.0;12670a;12670;50.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hercules;PROPER;THEONYM;Hercules;Herculi;-;herculi;hercole;L(ucius) Gemenio(s) L(uci) f(ilius) Pelt(uino?) / Hercole dono(m) / dat lub(en)s mer(i)tod / pro sed sueq(ue) /;;CIL XIV 2892;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-275.0;-225.0;Praeneste (Palestrina);;41.8279573;12.8796451;True;True;18;256970;-250.0;-2;[237167];[237165];2;do;1;0;[237165];0
160143;141;154;1;160143;5;marcia;marcia;OBJ;160144;1464705.0;12979a;12979;3.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Marcia;PROPER;PERSONAL;Marcia;Marciae;-;marciae;marcia-;C(aius) Carul(l)io(s) C(ai) f(ilius) / Marcia dede(t);;EDCS 16300133;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-200.0;Minturnae (Minturno);;41.241973;13.768185;True;True;6;249881;-249.5;-2;[160144];[160143];1;do;1;0;[160143];0
160242;143;156;1;160242;1;caia;caia;OBJ;160245;1464687.0;12602a;12602;13.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Gaia;PROPER;PERSONAL;Gaia;Gaiae;-;gaiae;caia-;Caia Caponia // Cupido asta;;CIL I² p. VIII [speculum];;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-200.0;Praeneste (Palestrina) (?);;41.8279573;12.8796691;True;True;4;258827;-249.5;-2;[160245];[160242];2;asto;1;0;[160242];0
160773;145;158;1;160773;4;feroneae;feroneae;OBJ;160775;1464907.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feroneae;C[---]na C(ai) f(ilia) Feroneae / donum dat lubens / merito;;EDCS 08300275;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Lucus Feroniae (Santa Marta);;42.129745;12.5947072;True;True;8;248045;-212.5;-2;[160775];[160773];1;do;1;0;[160773];0
160781;146;159;1;160781;4;feron[iae];feroniae;OBJ;160782;1464911.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feroniae;[---]urius M(arci) f(ilius) Feron[iae] / [d]at lubens merito;;EDCS 08300276;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Lucus Feroniae (Santa Marta);;42.129745;12.5947073;True;True;7;248046;-212.5;-2;[160782];[160781];1;do;1;0;[160781];0
161411;147;160;1;161411;1;[ma]tre;matre;OBJ;161418;1465554.0;13001a;13001;9.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;mother;RELATION;-;mater;matri;-;matri;matre;[Ma]tre Ma/g(nae) // [Ti]ta Varia T(iti) f(ilia) / donom / de[d]et;;EDCS 02700267;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768859;True;True;8;272859;-212.5;-2;[161418];[161411];2;do;1;0;[161411];0
162388;149;162;1;162388;6;[ho]nor{e}i;honorei;OBJ;162389;1467774.0;12704a;12704;9.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Honor;PROPER;THEONYM;Honor;Honori;-;honori-;honorei;[Q(uintus) Fabio(s) Q(uinti) f(ilius) co(n)s]ol / [Ho]nor{e}i ded{e}it;;EDCS 64000104;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Gabii (Castiglione);;42.7685915;10.8728671;True;True;7;666566;-212.5;-2;[162389];[162388];1;do;1;0;[162388];0
176701;181;194;1;176701;4;hercole;hercole;OBJ;176702;1465810.0;12670a;12670;50.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hercules;PROPER;THEONYM;Hercules;Herculi;-;herculi;hercole;L(ucius) Octavio(s) Vi(?) / Hercole dedit;;CIL I² 1429;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Lanuvium (Lanuvio);;41.6701012;12.6929969;True;True;5;249770;-225.0;-2;[176702];[176701];1;do;1;0;[176701];0
180109;200;213;1;180109;1;fili]eis;filieis;OBJ_CO;319337;1467091.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;son;RELATION;-;filius;filiis;-;filii-s;filieis;fili]eisqu[e ---] / [d]ederont [pro] / domod fa[miliad] / sovad quis[que] / leibereique [;;CIL I² 2839;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-200.0;Rome;;41.9097374;11.9768878;True;True;10;263913;-249.5;-2;[180110];[180109];1;do;1;0;[180109];0
180184;205;218;1;180184;6;fero(niae);feroniae;OBJ;180189;1464913.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feroniae;Pesco Sal(via) / Plaria T(iti) l(iberta) / Fero(niae) don(o) // [Q]uod a[f luc(o)] / dedet libe(n)s / m(erente) mereto;;CIL I² 2867;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Lucus Feroniae (Santa Marta);;42.129745;12.5947074;True;True;14;248032;-225.0;-2;[180189];[180184];1;do;1;0;[180184];0
180199;207;220;1;180199;2;[feroniae];feroniae;OBJ;180202;1464912.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feroniae;]no(s) / [Feroniae] af luc(o) / [dedet] mere(to);;EDCS 26200368;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-200.0;Lucus Feroniae (Santa Marta);;42.129745;12.5947076;True;True;6;247645;-249.5;-2;[180202];[180199];1;do;1;0;[180199];0
182632;216;230;1;182632;11;[fo]rtunai;fortunai;OBJ;182631;1465178.0;12567a;12567;28.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Fortune;PROPER;THEONYM;Fortuna;Fortunae;-;fortunae;fortunai;[---] M(arci) f(ilius) Aulius L(uci) f(ilius) Caisi/[anus vo]rticem lapidid / [succrun]dam ded(e)runt / [Fo]rtunai;;CIL I² 3048;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796445;True;True;11;251056;-212.5;-2;[182631];[182632];1;do;1;1;[182632];0
196232;220;234;1;196232;1;martei;martei;OBJ;196238;1465994.0;12991a;12991;10.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mars;PROPER;THEONYM;Mars;Marti;-;marti-;martei;Martei / M(arcus) Claudius M(arci) f(ilius) / consol dedit;;CIL VI 474;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768888;True;True;7;569834;-212.5;-2;[196238];[196232];1;do;1;0;[196232];0
196260;221;235;1;196260;3;menervai;menervai;OBJ;196262;1464607.0;13062a;13062;14.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Minerva;PROPER;THEONYM;Minerva;Minervae;-;mineruae;meneruai;Pl(autos) Specios / Menervai / donom / port(at?);;CIL VI 523;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-200.0;Rome;;41.9097374;11.976889;True;True;5;280443;-249.5;-2;[196262];[196260];1;porto;1;0;[196260];0
200891;222;236;1;200891;4;honore;honore;OBJ;200893;1465954.0;12704a;12704;9.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Honor;PROPER;THEONYM;Honor;Honori;-;honori;honore;M(arcus) Bicoleio(s) V(ibi) l(ibertus) Honore / donom dedet mereto;;CIL VI 3692;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768899;True;True;7;281386;-212.5;-2;[200893];[200891];1;do;1;0;[200891];0
205767;224;238;1;205767;1;aiscolapio;aiscolapio;OBJ;205773;1465323.0;11786a;11786;8.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Aesculapius;PROPER;THEONYM;Aesculapius;Aesculapio;-;aesculapio;aiscolapio;Aiscolapio dono / L(ucius) Albanius K(aesonis) f(ilius) dedit;;CIL VI 30842;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768912;True;True;7;281603;-212.5;-2;[205773];[205767];1;do;1;0;[205767];0
217194;227;241;1;217194;5;mircurio;mircurio;OBJ;217196;1467788.0;13030a;13030;13.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mercury;PROPER;THEONYM;Mercurius;Mercurio;-;mercurio;mircurio;L(ucius) Pescenius T(iti) f(ilius) / Mircurio dono dedit mereto //;;CIL IX 5350 [a];;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;11;260865;-232.0;-2;[217196];[217194];1;do;1;0;[217194];0
231627;234;249;1;231627;5;dian(a)e;dianae;OBJ;231626;1465091.0;12392a;12392;16.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Diana;PROPER;THEONYM;Diana;Dianae;-;dianae;dianae;Cesula / Atilia / donu(m) / da(t) Dian(a)e;;CIL XI 6298;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Pisaurum (Pesaro);;43.8998146;12.8944956;True;True;5;287709;-212.5;-2;[231626];[231627];1;do;1;1;[231627];0
231638;235;250;1;231638;1;matre;matre;OBJ;231641;1465556.0;13001a;13001;9.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;mother;RELATION;-;mater;matri;-;matri;matre;Matre / Matuta / dono ded(e)ro(nt) /;;CIL XI 6301;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Pisaurum (Pesaro);;43.8998146;12.8944959;True;True;10;287712;-212.5;-2;[231641];[231638];2;do;1;0;[231638];0
236981;240;257;1;236981;1;fortuna;fortuna;OBJ;236988;1465172.0;12567a;12567;28.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Fortune;PROPER;THEONYM;Fortuna;Fortunae;-;fortunae;fortuna-;Fortuna Prim(i)g(enia) / L(ucius) D(e)cumius M(arci) f(ilius) / don(um) ded(it);;CIL XIV 2855;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796448;True;True;8;256964;-212.5;-2;[236988];[236981];2;do;1;0;[236981];0
238801;317;334;1;238801;1;diana;diana;OBJ;238807;1465087.0;12392a;12392;16.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Diana;PROPER;THEONYM;Diana;Dianae;-;dianae;diana-;Diana / M(arcus) Livio(s) M(arci) f(ilius) / praitor dedit;;CIL XIV 4182 a;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-275.0;-200.0;Nemus Dianae (Nemi);;41.720306;12.7171418;True;True;7;545981;-237.5;-2;[238807];[238801];1;do;1;0;[238801];0
238899;319;337;1;238899;10;dianai;dianai;OBJ;238901;1465092.0;12392a;12392;16.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Diana;PROPER;THEONYM;Diana;Dianae;-;dianae;dianai;Poublilia Turpilia Cn(aei) uxor / hoce seignum pro Cn(aei) filiod / Dianai donum dedit;;CIL XIV 4270;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-275.0;-200.0;Boccanera;;41.712222;12.7025;True;True;12;546077;-237.5;-2;[238901];[238899];1;do;1;0;[238899];0
165410;333;355;1;165410;5;iunonei;iunonei;OBJ;165412;1465510.0;12784a;12784;16.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Juno;PROPER;THEONYM;Iuno;Iunoni;-;iunoni-;iunonei;P(ublius) Rutilius M(arci) f(ilius) / Iunonei Loucina / dedit meretod / Diovos castud;;CIL I² 360;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-180.0;Norba (Norma);;41.5868235;12.973992;True;True;10;249743;-202.5;-2;[165412];[165410];2;do;1;0;[165410];0
251415;335;357;1;251415;1;dianai;dianai;OBJ;251422;1366861.0;12392a;12392;16.0;Latin;-;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Diana;PROPER;THEONYM;Diana;Dianae;-;dianae;dianai;Dianai / C(aius) Atini[us C(ai) f(ilius)] / pr(aetor) don(um) [dat];;EDCS 64800411;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-199.0;-180.0;Nemus Dianae (Nemi);;41.720306;12.7171421;True;True;8;667389;-189.5;-1;[251422];[251415];1;do;1;0;[251415];0
184219;349;371;1;184219;1;menerve;menerve;OBJ;184226;1465258.0;13062a;13062;14.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Minerva;PROPER;THEONYM;Minerva;Minervae;-;mineruae;menerue-;Menerve L(ucius) Rutilacius // M(arci) f(ilius) pra(e)tor is[dem prob(avit)];;CIL I² 3292 a;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-175.0;Silvi Marina;;42.5366169;14.1315675;True;True;10;260270;-200.0;-2;[184226];[184219];1;probo;1;0;[184219];0
205794;350;372;1;205794;6;aiscolapio;aiscolapio;OBJ;205793;1465322.0;11786a;11786;8.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Aesculapius;PROPER;THEONYM;Aesculapius;Aesculapio;-;aesculapio;aiscolapio;]nus Vel(is) [f(ilius?)] / donum dat / Aiscolapio merito / lubens;;CIL VI 30486;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-175.0;Rome;;41.9097374;11.9768911;True;True;18;271307;-200.0;-2;[205793];[205794];1;do;1;1;[205794];0
205776;351;374;1;205776;3;aescolapio;aescolapio;OBJ;205778;1467658.0;11786a;11786;8.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Aesculapius;PROPER;THEONYM;Aesculapius;Aesculapio;-;aesculapio;aescolapio;C(aius) Bruttius Aescolapio / dono dedit / meritod;;CIL VI 30843;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-175.0;Rome;;41.9097374;11.9768913;True;True;6;593442;-200.0;-2;[205778];[205776];1;do;1;0;[205776];0
209528;352;375;1;209528;1;[aesculapio];aesculapio;OBJ;209535;1465321.0;11786a;11786;8.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Aesculapius;PROPER;THEONYM;Aesculapius;Aesculapio;-;aesculapio;aesculapio;[Aesculapio] / [ // --- Val]eri(us?) M(arci) [f(ilius) ---] / aed(iles) cur(ules) a[ram(?)] / [co]ns(acraverunt) L(ucius) Atil[i(us) --- f(ilius) ---] / [refici]und(um) c[oeravit];;EDCS 51200139;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-175.0;Rome;;41.9097374;11.9768921;True;True;13;276856;-200.0;-2;[209535];[209528];1;consacro;1;0;[209528];0
231628;355;379;1;231628;1;feronia;feronia;OBJ;231631;1367005.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feronia-;Feronia / Sta(tios) Tetio(s) / dede;;CIL XI 6299;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-199.0;-175.0;Pisaurum (Pesaro);;43.8998146;12.8944957;True;True;4;287710;-187.0;-1;[231631];[231628];1;do;1;0;[231628];0
236606;356;380;1;236606;1;spei;spei;OBJ;236610;1465837.0;13849a;13849;2.0;Latin;E-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Spes;PROPER;THEONYM;Spes;Spei;-;spei;spei;Spei / Teucus / Mulvio(s) / don(um) d(at);;CIL XIV 2158;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-175.0;Aricia (Ariccia);;41.6996337;12.6649501;True;True;5;544128;-200.0;-2;[236610];[236606];1;do;1;0;[236606];0
258258;400;425;1;258258;5;venerei;venerei;OBJ;258259;1468166.0;14171a;14171;12.0;Latin;O-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Venus;PROPER;THEONYM;Venus;Veneri;-;ueneri-;uenerei;]us(i) f(ilius?) C(ai) n(epos?) Venerei / [--- d]onavit;;EDCS 03000131;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-175.0;Paestum (Capaccio);;40.4186665;15.0050804;True;True;6;247259;-212.5;-2;[258259];[258258];1;dono;1;0;[258258];0
198980;421;451;5;198980;2;tempestatebus;tempestatebus;OBJ;198979;1465757.0;13950a;13950;2.0;Latin;C-stem;noun;-;-;-;-;-;plural;F;DAT;-;n-p---fd-;F-dat-pl;Tempestas;PROPER;THEONYM;Tempestas;Tempestatibus;-;tempestatibus;tempestatebus;dedet Tempestatebus aide mereto[d];;CIL VI 1287;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-150.0;Rome;;41.9097374;11.9768895;True;True;38;274500;-187.5;-1;[198979];[198980];1;do;1;1;[198980];0
229882;423;454;1;229882;1;iove;iove;OBJ;229892;1367507.0;12785a;12785;29.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;ioui;ioue;Iove / Optumo / Maxumo / T(itus) Pettius T(iti) f(ilius) T(iti) n(epos) / d(onum) d(edit) l(ibens) m(erito);;CIL XI 4348;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-199.0;-150.0;Ameria (Amelia);;42.557237;12.413467;True;True;13;286768;-174.5;-1;[229892];[229882];3;do;1;0;[229882];0
238406;438;470;2;238406;5;marte;marte;OBJ;238408;1465993.0;12991a;12991;10.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mars;PROPER;THEONYM;Mars;Marti;-;marti;marte;C(aius) Placentios Her(i) f(ilius) / Marte sacrom // C(aius) Placentios Her(i) f(ilius) / Marte donu(m) dede(t);;CIL XIV 3563;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-299.0;-150.0;Tibur (Tivoli);;41.9559229;12.789301;True;True;13;545076;-224.5;-2;[238408];[238406];1;do;1;0;[238406];0
160072;448;480;1;160072;3;venere;venere;OBJ;160073;1374652.0;14171a;14171;12.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Venus;PROPER;THEONYM;Venus;Veneri;-;ueneri;uenere;CC(ai?) Artor(i) / Venere / ded(erunt);;EDCS 13800226;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-199.0;-100.0;Minturnae (Minturno);;41.241973;13.768185;True;True;4;521258;-149.5;-1;[160073];[160072];1;do;1;0;[160072];0
