;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Heads;Siblings;Constituent;Verbal_head;Main_clause;Order;Check;Konneker
155615;995;1151;82;155615;9;çerfe:;cerfe;OBJ;155614;201270.0;10655a;10655;35.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Serfus;PROPER;THEONYM;Serfus;Serfo;-;keresoy;çer-fe-;24 funtlere: trif: apruf: rufru: ute: peiu: feitu çerfe: marti:;Table 1b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155614];[155615];2;facio;1;1;[155615];0
155637;995;1156;87;155637;9;prestate:;prestate;OBJ;155636;201292.0;11236a;11236;27.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Prestota;PROPER;THEONYM;Prestota;Prestotae;-;praystatay;pre-state-;27 rupinie: e: tre: purka: rufra: ute: peia: fetu: prestate: / 28 çerfie: çerfe: marties:;Table 1b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155636];[155637];3;facio;1;1;[155637];0
155666;995;1163;94;155666;6;tuse:;tuse;OBJ;155665;201321.0;11547a;11547;10.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Tursa;PROPER;THEONYM;Tursa;Tursae;-;torsay;tus-e-;31 tra: sate: tref: vitlaf: feitu: tuse: çerfie: çerfe: marties:;Table 1b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155665];[155666];3;facio;1;1;[155666];0
155755;995;1181;112;155755;5;tuse;tuse;OBJ;155754;201410.0;11547a;11547;10.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Tursa;PROPER;THEONYM;Tursa;Tursae;-;torsay;tus-e-;42 iveka: / 43 tre: akeřunie: fetu: tuse iuvie:;Table 1b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155754];[155755];2;facio;1;1;[155755];0
155811;995;1192;123;155811;1;speture:;speture;OBJ;155813;201466.0;11420a;11420;1.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Spector;PROPER;PERSONAL;Spector;Spectori;-;spektoorey;spet-u-re-;4 vestiçe saçe: / 5 sakre: iuvepatre bum perakne: speture: perakne: restatu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155813];[155811];1;offero;1;0;[155811];0
155814;995;1193;124;155814;1;iuvie:;iuvie;OBJ;155819;201469.0;10328a;10328;31.0;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Jovius;PROPER;THEONYM;Iovius;Iovio;-;dyowyoy;i-uvie-;6 iuvie: unu erietu sakre: pelsanu fetu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155819];[155814];1;facio;1;0;[155814];0
155835;995;1197;128;155835;7;tikamne:;tikamne;OBJ;155834;201490.0;10299a;10299;1.0;Umbrian;C-stem OR O-stem;noun;-;-;-;-;-;singular;N;DAT;-;n-s---nd-;N-dat-sg;Dicamnus;PROPER;THEONYM;Dicamnus;Dicamno;-;dikaameney;tika-m-ne-;7 pune purtiius: / 8 unu: suřu pesutru: fetu: tikamne: iuvie:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155834];[155835];2;facio;1;1;[155835];0
155850;995;1202;133;155850;1;ahtu:;ahtu;OBJ;155855;201505.0;10044a;10044;2.0;Umbrian;U-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Ahtus;PROPER;THEONYM;Ahtus;Ahto;-;ahtow;ahtu-;10 ahtu: iuviẹ: uve peraknem: / 11 peřaem fetu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155855];[155850];2;facio;1;0;[155850];0
155860;995;1205;136;155860;1;ahtu;ahtu;OBJ;155864;201515.0;10044a;10044;2.0;Umbrian;U-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Ahtus;PROPER;THEONYM;Ahtus;Ahto;-;ahtow;ahtu-;11 ahtu marti: abrunu / 12 perakne: fetu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155864];[155860];2;facio;1;0;[155860];0
155877;995;1211;142;155877;1;açetus:;acetus;OBJ;155879;201532.0;10098a;10098;1.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M/F;DAT;-;n-p---md-;M-dat-pl;Ancites;PROPER;THEONYM;Ancites;Ancitibus;-;anketufos;a-çetus--;14 açetus: perakne: fetu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155879];[155877];1;facio;1;0;[155877];0
155922;995;1218;149;155922;1;hunte:;hunte;OBJ;155924;201577.0;10543a;10543;4.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hondus;PROPER;THEONYM;Hondus;Hondo;-;homtoy;hunte-;20 hunte: iuvie: ampentu: katlu: / 21 sakre: sevakne: petruniaper: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[155924];[155922];2;impendeo;1;0;[155922];0
156044;995;1251;182;156044;2;hunte:;hunte;OBJ;156046;201699.0;10543a;10543;4.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hondus;PROPER;THEONYM;Hondus;Hondo;-;homtoy;hunte-;34 kapiře: hunte: / 35 iuvie vestikatu: petruniaper{t}: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156046];[156044];2;libo;1;0;[156044];0
156089;995;1262;193;156089;2;pusme:;pusme;OBJ;156090;201744.0;11163a;11163;13.0;Umbrian;IRR;pronoun;-;-;-;-;-;singular;M;DAT;-;p-s---md-;M-dat-sg;who;-;-;qui;cui;-;posmey;pusme-;40 esuf: pusme: herter: erus: kuveitu: teřtu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156090];[156089];1;volo;0;0;[156089];0
156140;995;1273;204;156140;1;atiieřiate:;atiieriate;OBJ_CO;156141;201795.0;10162a;10162;2.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Atiedias;PROPER;-;Atiedias;Atiediati;-;ati-ediaatey;atiieřia-te-;2 atiieřiate: etre: atiieřiate: / 3 klaverniie: etre: klaverniie: kureiate: etre kureiate / 4 satanes: etre satane: peieřiate: etre p{:}eieřiate: talenate: / 5 etre talenate: museiate: etre museiate: iuieskane: / 6 etre iuieskanes: kaselate: etre kaselate: tertie kaselate: / 7 peraznanie: teitu;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156171];[156140, 156143, 156144, 156146, 156147, 156149, 156150, 156152, 156153, 156155, 156156, 156158, 156159, 156161, 156162, 156164, 156165, 156167, 156169, 156170];30;-;0;0;[156140, 156143, 156144, 156146, 156147, 156149, 156150, 156152, 156153, 156155, 156156, 156158, 156159, 156161, 156162, 156164, 156165, 156167, 156169, 156170];0
156174;995;1274;205;156174;2;iuve:;iuve;OBJ;156176;201829.0;10325a;10325;41.0;Umbrian;IRR;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;dyowey;i-uve-;7 ařmune: iuve: patre: fetu:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156176];[156174];3;facio;1;0;[156174];0
156200;995;1281;212;156200;2;saçi:;saci;OBJ;156201;201855.0;11340a;11340;15.0;Umbrian;YO-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Sancius;PROPER;THEONYM;Sancius;Sancio;-;sankyoy;sa-çi--;10 vaputu: saçi: ampetu:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156201];[156200];1;impendeo;1;0;[156200];0
156258;995;1297;228;156258;3;iuvepatre:;iuvepatre;OBJ;156259;201913.0;10326a;10326;6.0;Umbrian;IRR;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;dyoweypatrey;i-uve-patre-;17 vaputu: saçi: iuvepatre: prepesnimu:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156259];[156258];2;precor;1;0;[156258];0
156289;995;1309;240;156289;9;iuvepatre:;iuvepatre;OBJ;156288;201944.0;10326a;10326;6.0;Umbrian;IRR;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;dyoweypatrey;i-uve-patre-;21 vitlu: vufru: pune heries: / 22 façu: eruhu: tiçlu: sestu: iuvepatre:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156288];[156289];1;statuo;1;1;[156289];0
156300;995;1312;243;156300;3;tefe:;tefe;OBJ;156304;201955.0;11508a;11508;47.0;Umbrian;IRR;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;you;-;-;tu;tibi;-;tefey;tefe-;24 iupater: saçe: tefe: estu vitlu: vufru: sestu:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156304];[156300];1;statuo;1;0;[156300];0
156312;995;1315;246;156312;2;iuvepatre:;iuvepatre;OBJ;156311;201967.0;10326a;10326;6.0;Umbrian;IRR;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;dyoweypatrey;i-uve-patre-;26 fetu: iuvepatre: vuçiiaper: natine: fratru atiieřiu;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156311];[156312];1;facio;1;1;[156312];0
156401;995;1333;264;156401;1;kletre:;kletre;OBJ;156404;202056.0;10685a;10685;4.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;litter;-;-;lectica;lecticae;-;kleytray;kle-tre-;14 kletre: tuplak: / 15 prumum: antentu:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156404];[156401];1;impono;1;0;[156401];0
156454;995;1344;275;156454;4;iuvepatre;iuvepatre;OBJ;156456;202109.0;10326a;10326;6.0;Umbrian;IRR;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;dyoweypatrey;i-uve-patre-;22 sakre: sevakne: upetu: iuvepatre / 23 prumu: ampentu: testru: sese asa: fratrusper: / 24 atiieřies: ahtisper: eikvasatis: tutape: iiuvina / 25 trefiper: iiuvina:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156456];[156454];1;impendeo;1;0;[156454];0
156557;995;1359;290;156557;6;vesune:;vesune;OBJ;156560;202212.0;11674a;11674;6.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Vesona;PROPER;THEONYM;Vesona;Vesonae;-;wessunay;ves-une-;3 eřek: supru: sese: ereçluma: vesune: puemunes / 4 pupřiçes: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156560];[156557];2;porricio;1;0;[156557];0
156567;995;1361;292;156567;3;puemune:;puemune;OBJ_CO;156568;202222.0;11266a;11266;10.0;Umbrian;O-stem OR C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Pomonus;PROPER;THEONYM;Pomonus;Pomono;-;puemooney;puemu-ne-;5 erer{er}unt: kapiřus: puemune: / 6 vesune: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156570];[156567, 156569];2;porricio;1;0;[156567, 156569];0
156604;995;1364;295;156604;3;puemune:;puemune;OBJ_CO;156606;202259.0;11266a;11266;10.0;Umbrian;O-stem OR C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Pomonus;PROPER;THEONYM;Pomonus;Pomono;-;puemooney;puemu-ne-;11 klavles: persnihmu / 12 puemune: pupřike: et: vesune: puemunes / 13 pupřikes: pustin: ereçlu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156603];[156604, 156607];4;precor;1;1;[156604, 156607];0
156640;995;1369;300;156640;6;hule;hule;OBJ;156644;202295.0;10556a;10556;1.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Hula;PROPER;THEONYM;Hula;Hulae;-;hulay;hule-;17 inumek: vesṭeça: persuntru: supu: ereçle: hule / 18 sevakne: skalçeta: kunikaz: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156644];[156640];1;porricio;1;0;[156640];0
156649;995;1370;301;156649;4;turse:;turse;OBJ;156655;202304.0;11547a;11547;10.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Tursa;PROPER;THEONYM;Tursa;Tursae;-;torsay;turse-;18 inuṃek / 19 vestiçia: persuntru: turse: super: ereçle: sevakne / 20 skalçeta: kunikaz: purtuviθu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156655];[156649];1;porricio;1;0;[156649];0
156675;995;1374;305;156675;7;pupřiçe:;puprice;OBJ;156673;202330.0;11199a;11199;9.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Poplicus;PROPER;THEONYM;Poplicus;Poplico;-;poplikoy;pupřiçe-;23 inum(e)k: pruzuře: kebu: sevakne: persnihmu / 24 puemune: pupřiçe:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156673];[156675];2;precor;1;1;[156675];0
156682;995;1375;306;156682;7;vesune:;vesune;OBJ;156681;202337.0;11674a;11674;6.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Vesona;PROPER;THEONYM;Vesona;Vesonae;-;wessunay;ves-une-;24 inumek: kletra: veskles: / 25 vufetes: sevaknis: pers(n)ihmu: vesune: / 26 puemunes: pupřçes:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156681];[156682];2;precor;1;1;[156682];0
156741;995;1386;317;156741;9;ri:;ri;OBJ;156743;202396.0;11291a;11291;3.0;Umbrian;E-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;matter;-;-;res;rei;-;reey;ri--;3 ařfertur: pisi: pumpe: / 4 fust: eikvasese: atiieřier: ere: ri: esune: / 5 kuraia:;Table 5a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156743];[156741];2;curo;1;0;[156741];0
156887;995;1399;330;156887;23;ařferture:;arferture;OBJ;156888;202542.0;10007a;10007;12.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;adfertor;HUMAN;-;adfertor;adfertori;-;adfertoori;ařfertu-re;27 sve: mestru: karu: fratru: atiieř/28iu: pure: ulu: benurent: prusikurent: / 29 ḳuratu: rehte: neip: eru: enuk: fratru / 1 ehvelklu: feia: fratreks: / 2 ute: kvestur: panta: muta: / 3 ařferture: si:;Table 5a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156888];[156887];1;sum;0;0;[156887];0
156898;995;1400;331;156898;10;ařferture:;arferture;OBJ;156899;202553.0;10007a;10007;12.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;adfertor;HUMAN;-;adfertor;adfertori;-;adfertoori;ařfertu-re;3 panta: muta: fratru: / 4 atiieřiu: mestru: karu: pure: ulu: / 5 benurent: ařferture: eru: pepurkure/6nt: herifi: etantu: mutu: ařferture: / 7 si:;Table 5b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156899];[156898];1;sum;0;0;[156898];0
156904;995;1400;331;156904;16;ařferture:;arferture;OBJ;156905;202559.0;10007a;10007;12.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;adfertor;HUMAN;-;adfertor;adfertori;-;adfertoorey;ařfertu-re-;3 panta: muta: fratru: / 4 atiieřiu: mestru: karu: pure: ulu: / 5 benurent: ařferture: eru: pepurkure/6nt: herifi: etantu: mutu: ařferture: / 7 si:;Table 5b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156905];[156904];1;sum;1;0;[156904];0
156909;995;1401;332;156909;4;fratrus.;fratrus;OBJ;156907;202564.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;brother;RELATION;-;frater;fratribus;-;fraatrufos;fra-trus--;8 clauerniur. dirsas. herti. fratrus. atiersir. posti. acnu / 9 farer. opeter. p. IIII agre. tlatie. piquier. martier. et. śesna. / 10 homonus. duir. puri. far. eiscurent. ote. a. VI;Table 5b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156907];[156909];2;do;0;1;[156909];0
156931;995;1402;333;156931;1;clauerni;clauerni;OBJ;156932;202586.0;10682a;10682;4.0;Umbrian;IYO-stem;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;Clavernius;PROPER;PERSONAL;Clavernius;Claverniis;-;klawerniyoys;clauerni----;10 clauerni / 11 dirsans. herti. frater. atiersiur. sehmenier. dequrier / 12 pelmner. sorser. posti. acnu. uef. X. cabriner. uef V pretra / 13 toco. postra. fahe. et. śesna. ote. a. VI.;Table 5b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156932];[156931];1;do;0;0;[156931];0
156959;995;1403;334;156959;4;fratrus;fratrus;OBJ;156957;202614.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;brother;RELATION;-;frater;fratribus;-;fraatrufos;fra-trus--;13 casilos. dirsa. herti. fratrus / 14 atiersir. posti. acnu. farer. opeter. p. VI agre. casiler. piquier / 15 martier. et. řesna. homonus. duir. puri. far. eiscurent. ote. a. VI;Table 5b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156957];[156959];2;do;0;1;[156959];0
156981;995;1404;335;156981;1;casilate.;casilate;OBJ;156982;202636.0;10614a;10614;5.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Casilas;PROPER;-;Casilas;Casilati;-;kasilaatey;casila-te-;16 casilate. dirsans. herti. frateer. atiersiur. sehmenier. dequrier / 17 pelmner. sorser. posti. acnu. uef. XV. cabriner. uef VIIs. et / 18 śesna. ote. a. VI;Table 5b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;[156982];[156981];1;do;0;0;[156981];0
157020;995;1406;337;157020;8;arsferture.;arsferture;OBJ;157021;202675.0;10007a;10007;12.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;adfertor;HUMAN;-;adfertor;adfertori;-;ad-fertoori;arsfertu-re;1 poei. angla. aseriato / 2 eest eso. tremnu. serse. arsferture. ehueltu.;Table 6a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[157021];[157020];1;precor;1;0;[157020];0
