;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order
182622;216;230;1;182622;1;m(arci);marci;ATR;182623;1466070.0;12982a;12982;412.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Marcus;PROPER;PERSONAL;Marcus;Marci;-;marci;marci;[---] M(arci) f(ilius) Aulius L(uci) f(ilius) Caisi/[anus vo]rticem lapidid / [succrun]dam ded(e)runt / [Fo]rtunai;;CIL I² 3048;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796445;True;True;11;251056;-212.5;-2;216;230;1;182623;2;f(ilius);filius;APOS;515083;1467116.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[---] M(arci) f(ilius) Aulius L(uci) f(ilius) Caisi/[anus vo]rticem lapidid / [succrun]dam ded(e)runt / [Fo]rtunai;;CIL I² 3048;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796445;True;True;11;251056;-212.5;-2;0
182625;216;230;1;182625;4;l(uci);luci;ATR;182626;1466696.0;12908a;12908;534.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;luci;luci;[---] M(arci) f(ilius) Aulius L(uci) f(ilius) Caisi/[anus vo]rticem lapidid / [succrun]dam ded(e)runt / [Fo]rtunai;;CIL I² 3048;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796445;True;True;11;251056;-212.5;-2;216;230;1;182626;5;f(ilius);filius;APOS;182624;1467117.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[---] M(arci) f(ilius) Aulius L(uci) f(ilius) Caisi/[anus vo]rticem lapidid / [succrun]dam ded(e)runt / [Fo]rtunai;;CIL I² 3048;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796445;True;True;11;251056;-212.5;-2;0
183374;217;231;1;183374;6;m(arci);marci;ATR;183375;1466103.0;12982a;12982;412.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Marcus;PROPER;PERSONAL;Marcus;Marci;-;marci;marci;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;217;231;1;183375;7;f(ilius);filius;APOS;183372;1467255.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;0
183378;217;231;1;183378;10;c(ai);cai;ATR;183379;1466419.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;217;231;1;183379;11;f(ilius);filius;APOS;183376;1467256.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;0
183382;217;231;1;183382;14;c(ai);cai;ATR;183383;1466420.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;217;231;1;183383;15;f(ilius);filius;APOS;183380;1467257.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;0
183386;217;231;1;183386;18;v(ibi);vibi;ATR;183387;1466599.0;14207a;14207;38.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Vibius;PROPER;PERSONAL;Vibius;Vibi;-;uibi;uibi;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;217;231;1;183387;19;f(ilius);filius;APOS;183384;1467258.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Manio(s) [---] f(ilius) / M(anius) Fadio(s) M(arci) f(ilius) / L(ucius) Megonio(s) C(ai) f(ilius) / C(aius) Vibio(s) C(ai) f(ilius) / O(lus) Bracio(s) V(ibi) f(ilius) / quaistores / aired moltaticod / fecere;;CIL I² 3151;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050801;True;True;23;247002;-225.0;-2;0
183394;218;232;1;183394;3;sex(ti);sexti;ATR;183395;1468460.0;13797a;13797;40.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Sextus;PROPER;PERSONAL;Sextus;Sexti;-;sexti;sexti;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;218;232;1;183395;4;[f(ilius)];filius;APOS;183392;1467367.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;0
183398;218;232;1;183398;7;l(uci);luci;ATR;183399;1466776.0;12908a;12908;534.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;luci;luci;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;218;232;1;183399;8;f(ilius);filius;APOS;183396;1467368.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;0
183402;218;232;1;183402;11;tr(ebi);trebi;ATR;183403;1466592.0;14028a;14028;9.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Trebius;PROPER;PERSONAL;Trebius;Trebi;-;trebi;trebi;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;218;232;1;183403;12;f(ilius);filius;APOS;183400;1467369.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;0
183406;218;232;1;183406;15;c(ai);cai;ATR;183407;1466459.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;218;232;1;183407;16;f(ilius);filius;APOS;183404;1467370.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Sex(tus) Sextio(s) Sex(ti) [f(ilius)] / L(ucius) Tatio(s) L(uci) f(ilius) / L(ucius) Claudio(s) Tr(ebi) f(ilius) / L(ucius) Statio(s) C(ai) f(ilius) / q(u)aistores de leged fecere;;EDCS 09800083;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-250.0;-200.0;Paestum (Capaccio);;40.4186665;15.0050802;True;True;20;247001;-225.0;-2;0
196235;220;234;1;196235;4;m(arci);marci;ATR;196236;1466133.0;12982a;12982;412.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Marcus;PROPER;PERSONAL;Marcus;Marci;-;marci;marci;Martei / M(arcus) Claudius M(arci) f(ilius) / consol dedit;;CIL VI 474;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768888;True;True;7;569834;-212.5;-2;220;234;1;196236;5;f(ilius);filius;APOS;196233;1467331.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Martei / M(arcus) Claudius M(arci) f(ilius) / consol dedit;;CIL VI 474;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768888;True;True;7;569834;-212.5;-2;0
205771;224;238;1;205771;5;k(aesonis);kaesonis;ATR;205772;1465526.0;12078a;12078;12.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Caeso;PROPER;PERSONAL;Caeso;Caesonis;-;caesonis;kaesonis;Aiscolapio dono / L(ucius) Albanius K(aesonis) f(ilius) dedit;;CIL VI 30842;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768912;True;True;7;281603;-212.5;-2;224;238;1;205772;6;f(ilius);filius;APOS;205769;1467158.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Aiscolapio dono / L(ucius) Albanius K(aesonis) f(ilius) dedit;;CIL VI 30842;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Rome;;41.9097374;11.9768912;True;True;7;281603;-212.5;-2;0
217192;227;241;1;217192;3;t(iti);titi;ATR;217193;1468291.0;14013a;14013;98.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Titus;PROPER;PERSONAL;Titus;Titi;-;titi;titi;L(ucius) Pescenius T(iti) f(ilius) / Mircurio dono dedit mereto //;;CIL IX 5350 [a];;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;11;260865;-232.0;-2;227;241;1;217193;4;f(ilius);filius;APOS;217190;1467269.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Pescenius T(iti) f(ilius) / Mircurio dono dedit mereto //;;CIL IX 5350 [a];;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;11;260865;-232.0;-2;0
217203;228;243;1;217203;3;l(uci);luci;ATR;217204;1466748.0;12908a;12908;534.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;luci;luci;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;228;243;1;217204;4;f(ilius);filius;APOS;217201;1467280.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;0
217207;228;243;1;217207;7;c(ai);cai;ATR;217208;1466430.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;228;243;1;217208;8;f(ilius);filius;APOS;217205;1467281.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;0
217211;228;243;1;217211;11;c(ai);cai;ATR;217212;1466431.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;228;243;1;217212;12;f(ilius);filius;APOS;217209;1467282.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;0
217215;228;243;1;217215;15;l(uci);luci;ATR;217216;1466749.0;12908a;12908;534.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;luci;luci;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;228;243;1;217216;16;f(ilius);filius;APOS;217213;1467283.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;0
217219;228;243;1;217219;19;t(iti);titi;ATR;217220;1468292.0;14013a;14013;98.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Titus;PROPER;PERSONAL;Titus;Titi;-;titi;titi;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;228;243;1;217220;20;f(ilius);filius;APOS_AP_CO;217217;1467284.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;L(ucius) Terentio(s) L(uci) f(ilius) / C(aius) Aprufenio(s) C(ai) f(ilius) / L(ucius) Turpilio(s) C(ai) f(ilius) / M(arcus) Albani(os) L(uci) f(ilius) / T(itus) Munatio(s) T(iti) f(ilius) / quaistores / aire moltaticod / dederont;;CIL IX 5351;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-264.0;-200.0;Firmum Picenum (Fermo);;43.1632407;13.7277864;True;True;24;260867;-232.0;-2;0
236985;240;257;1;236985;5;m(arci);marci;ATR;236986;1466097.0;12982a;12982;412.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Marcus;PROPER;PERSONAL;Marcus;Marci;-;marci;marci;Fortuna Prim(i)g(enia) / L(ucius) D(e)cumius M(arci) f(ilius) / don(um) ded(it);;CIL XIV 2855;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796448;True;True;8;256964;-212.5;-2;240;257;1;236986;6;f(ilius);filius;APOS;236983;1467228.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Fortuna Prim(i)g(enia) / L(ucius) D(e)cumius M(arci) f(ilius) / don(um) ded(it);;CIL XIV 2855;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-225.0;-200.0;Praeneste (Palestrina);;41.8279573;12.8796448;True;True;8;256964;-212.5;-2;0
238804;317;334;1;238804;4;m(arci);marci;ATR;238805;1466096.0;12982a;12982;412.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Marcus;PROPER;PERSONAL;Marcus;Marci;-;marci;marci;Diana / M(arcus) Livio(s) M(arci) f(ilius) / praitor dedit;;CIL XIV 4182 a;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-275.0;-200.0;Nemus Dianae (Nemi);;41.720306;12.7171418;True;True;7;545981;-237.5;-2;317;334;1;238805;5;f(ilius);filius;APOS;238802;1467227.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;Diana / M(arcus) Livio(s) M(arci) f(ilius) / praitor dedit;;CIL XIV 4182 a;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-275.0;-200.0;Nemus Dianae (Nemi);;41.720306;12.7171418;True;True;7;545981;-237.5;-2;0
