;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Heads;Siblings;Constituent;Verbal_head;Main_clause;Order;Check;Konneker
158623;995;1592;523;158623;1;uatuọ.;uatuo;OBJ;158625;204278.0;10756a;10756;13.0;Umbrian;U-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;rib;BODY;-;costa;costas;-;latuaa;uatuo-;45 uatuọ. ferine. fetu;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158625];[158623];1;facio;1;0;[158623];0
158626;995;1593;524;158626;1;aruio;aruio;OBJ;158627;204281.0;10147a;10147;32.0;Umbrian;YO-stem OR I-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;guts;BODY;-;exta;exta;-;arwiaa;aruio-;45 aruio / 46 fetu;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158627];[158626];1;facio;1;0;[158626];0
158636;995;1596;527;158636;2;tesedi.;tesedi;OBJ_CO;319980;204291.0;11518a;11518;2.0;Umbrian;YO-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;-;-;-;-;-;-;tenzityom;tes-edi--;46 prosesetir. tesedi. ficlạ ạrsueitu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158638];[158636, 158637];2;adveho;1;0;[158636, 158637];0
158658;995;1600;531;158658;1;auif.;auif;OBJ;158659;204313.0;10185a;10185;11.0;Umbrian;I-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;bird;ANIMAL;-;avis;aves;-;awiif;aui-f;47 auif. aseriatu;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158659];[158658];1;observo;1;0;[158658];0
158665;995;1602;533;158665;2;esono.;esono;OBJ;158666;204320.0;10207a;10207;27.0;Umbrian;O-stem;adjective;-;-;-;-;-;?;N;ACC;-;a-----na-;N-acc;sacrifice/rite;RELIGION;-;sacer;sacrum;-;aysoonom;e-s-ono-;47 reste. esono. feitu;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158666];[158665];1;facio;1;0;[158665];0
158668;995;1603;534;158668;2;poplo.;poplo;OBJ;158669;204323.0;11200a;11200;37.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;people;POLITICS;-;populus;populum;-;popolom;pop-lo-;48 pone. poplo. aferom. heries. auif. aseriato. etu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158669];[158668];1;circumeo;0;0;[158668];0
158671;995;1603;534;158671;5;auif.;auif;OBJ;158672;204326.0;10185a;10185;11.0;Umbrian;I-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;bird;ANIMAL;-;avis;aves;-;awiif;aui-f;48 pone. poplo. aferom. heries. auif. aseriato. etu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158672];[158671];1;observo;0;0;[158671];0
158683;995;1606;537;158683;3;auif;auif;OBJ;158684;204338.0;10185a;10185;11.0;Umbrian;I-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;bird;ANIMAL;-;avis;aves;-;awiif;aui-f;48 eriront. tuderus. auif / 49 seritu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158684];[158683];1;servo;1;0;[158683];0
158686;995;1607;538;158686;2;angla.;angla;OBJ;158687;204341.0;10100a;10100;8.0;Umbrian;A-stem;noun;-;-;-;-;-;plural;F;ACC;-;n-p---fa-;F-acc-pl;divining-bird (Buck);RELIGION;-;oscen;oscines;-;anklaaf;angla--;49 ape. angla. combifians̀iust. perca. arsmatiam. anouihimu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158687];[158686];1;nuntio;0;0;[158686];0
158688;995;1607;538;158688;4;perca.;perca;OBJ;158690;204343.0;11087a;11087;9.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;wand;-;-;virga;virgam;-;perkaam;perca--;49 ape. angla. combifians̀iust. perca. arsmatiam. anouihimu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158690];[158688];2;prehendo;1;0;[158688];0
158691;995;1608;539;158691;1;cringatro;cringatro;OBJ;158692;204346.0;10726a;10726;4.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;stole;-;-;cinctum;cinctum;-;kringaatrom;cringa-tro-;49 cringatro hatu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158692];[158691];1;capio;1;0;[158691];0
158695;995;1609;540;158695;3;scapla.;scapla;OBJ;158694;204350.0;11398a;11398;1.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;schoulder;BODY;-;umerus;umerum;-;skapelaa;scap-la-;49 destrame. scapla. anouihimu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158696];[158695];2;prehendo;1;0;[158695];0
158697;995;1610;541;158697;1;pir.;pir;OBJ;158698;204352.0;11276a;11276;17.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;fire;-;-;ignis;ignem;-;puur;pi-r;49 pir. endendu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158698];[158697];1;impono;1;0;[158697];0
158709;995;1611;542;158709;11;perca.;perca;OBJ;158711;204364.0;11087a;11087;9.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;wand;-;-;virga;virgam;-;perkaam;perca--;49 pone 50 esonome. ferar. pufe. pir. entelust. ere. fertu. poe perca. arsmatiam. habiest. erihont. aso. destre. onse. fertu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158711];[158709];2;habeo;0;0;[158709];0
158713;995;1612;543;158713;2;aso.;aso;OBJ;158716;204368.0;10159a;10159;1.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;lighted;-;-;assus;assum;-;assom;aso--;49 pone 50 esonome. ferar. pufe. pir. entelust. ere. fertu. poe perca. arsmatiam. habiest. erihont. aso. destre. onse. fertu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158716];[158713];1;fero;1;0;[158713];0
158722;995;1614;545;158722;1;perca.;perca;OBJ;158724;204377.0;11087a;11087;9.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;wand;-;-;virga;virgam;-;perkaam;perca--;51 perca. ponisiater. habituto.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158724];[158722];2;habeo;1;0;[158722];0
158727;995;1615;546;158727;3;parfa.;parfa;OBJ;158726;204382.0;11053a;11053;7.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;bird of ill omen;ANIMAL;-;parra;parram;-;paresaam;par-fa--;51 ennom. stiplatu. parfa. desua. seso. tote. iiouine.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158726];[158727];2;stipulor;1;1;[158727];0
158740;995;1617;548;158740;4;desua.;desua;OBJ;158741;204395.0;10279a;10279;13.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ACC;-;a-s---fa-;F-acc-sg;right;-;-;dexter;dexteram;-;deks(i)waam;ders---ua--;51 neip / 52 amboltu. prepa. desua. combifians̀i. ape. desua. combifiansiust.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158741];[158740];1;nuntio;0;0;[158740];0
158743;995;1618;549;158743;2;desua.;desua;OBJ;158744;204398.0;10279a;10279;13.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;ACC;-;a-s---fa-;F-acc-sg;right;-;-;dexter;dexteram;-;deks(i)waam;ders---ua--;ape. desua. combifiansiust. 52 uia. auiecla. esonome etuto. com. peracris. sacris.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158744];[158743];1;nuntio;0;0;[158743];0
158747;995;1618;549;158747;6;esonom;esonom;OBJ;158748;204402.0;10207a;10207;27.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;sacrifice;RELIGION;-;sacer;sacrum;-;aysoonom;e-s-onom;ape. desua. combifiansiust. 52 uia. auiecla. esonome etuto. com. peracris. sacris.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158749];[158747];1;eo;1;0;[158747];0
158763;995;1620;551;158763;2;percam.;percam;OBJ;158765;204418.0;11087a;11087;9.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;wand;-;-;virga;virgam;-;perkaam;perca-m;53 poi. percam. arsmatia. habiest. eturstahmu.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158765];[158763];2;habeo;0;0;[158763];0
158823;995;1630;561;158823;3;termnom;termnom;OBJ;158824;204478.0;11522a;11522;7.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;boundary;GEOGRAPHY;-;terminus;terminum;-;termenom;term-nom;56 ape. ambrefurent / 57 termnome. benurent. termnuco. com. prinuatir. eso. persnimumo. tasetur.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158825];[158823];1;venio;0;0;[158823];0
158907;995;1643;574;158907;2;este.;este;OBJ;158908;204562.0;10373a;10373;13.0;Umbrian;O-stem;pronoun;-;-;-;-;-;singular;N;ACC;-;p-s---na-;N-acc-sg;this;-;-;iste;istoc;-;epstid;e-ste-;62 ape este. dersicurent. eno / 63 deitu. etato. iiouinur. porse. perca. arsmatia habiest.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158908];[158907];1;dico;0;0;[158907];0
158914;995;1643;574;158914;9;perca.;perca;OBJ;158916;204569.0;11087a;11087;9.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;wand;-;-;virga;virgam;-;perkaam;perca--;62 ape este. dersicurent. eno / 63 deitu. etato. iiouinur. porse. perca. arsmatia habiest.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158916];[158914];2;habeo;0;0;[158914];0
158918;995;1644;575;158918;2;este.;este;OBJ;158919;204573.0;10373a;10373;13.0;Umbrian;O-stem;pronoun;-;-;-;-;-;singular;N;ACC;-;p-s---na-;N-acc-sg;this;-;-;iste;istoc;-;epstid;e-ste-;63 ape este. dersicust. duti. ambretuto. euront.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158919];[158918];1;dico;0;0;[158918];0
158924;995;1645;576;158924;2;termnom;termnom;OBJ;158925;204579.0;11522a;11522;7.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;boundary;GEOGRAPHY;-;terminus;terminum;-;termenom;term-nom;63 ape. termnome / 64 couortuso. sururont. pesnimumo.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158926];[158924];1;vertor;0;0;[158924];0
158937;995;1649;580;158937;2;termnom;termnom;OBJ;158938;204592.0;11522a;11522;7.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;boundary;GEOGRAPHY;-;terminus;terminum;-;termenom;term-nom;64 ape. termnome. benuso / 65 sururont. pesnimumo.;Table 6b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158939];[158937];1;venio;0;0;[158937];0
158968;995;1655;586;158968;3;abrof.;abrof;OBJ;158970;204623.0;10128a;10128;5.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;boar;ANIMAL;-;aper;apros;-;aproons;abro-f-;3 fondlire. abrof. trif. fetu. heriei. rofu. heriei. peiu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158970];[158968];2;facio;1;0;[158968];0
158985;995;1657;588;158985;1;uatuo.;uatuo;OBJ;158987;204640.0;10756a;10756;13.0;Umbrian;U-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;rib;BODY;-;costa;costas;-;latuaa;uatuo-;4 uatuo. ferine. feitu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158987];[158985];1;facio;1;0;[158985];0
158990;995;1659;590;158990;1;aruio.;aruio;OBJ;158991;204645.0;10147a;10147;32.0;Umbrian;YO-stem OR I-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;guts;BODY;-;exta;exta;-;arwiaa;aruio-;4 aruio. fetu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158991];[158990];1;facio;1;0;[158990];0
158995;995;1661;592;158995;2;mefa.;mefa;OBJ_CO;320002;204650.0;10851a;10851;14.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;(offering);RELIGION;-;-;-;-;mefaam;mefa--;4 prosesetir mefa. spefa. ficla. arsueitu;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[158998];[158995, 158997];3;adveho;1;0;[158995, 158997];0
159011;995;1663;594;159011;6;erus.;erus;OBJ;159012;204666.0;10383a;10383;24.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M/F;ACC;-;n-p---ma-;M-acc-pl;-;-;-;?;-;-;esoosf;eru-s-;5 ape. traha. sahata. combifianśust. enom. erus. dirstu;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159012];[159011];1;do;1;0;[159011];0
159014;995;1664;595;159014;2;parca.;parca;OBJ;159019;204669.0;11055a;11055;1.0;Umbrian;A-stem;noun;-;-;-;-;-;plural;F;ACC;-;n-p---fa-;F-acc-pl;sow;ANIMAL;-;porca;porcas;-;parkaaf;parca--;6 rubine. parca. trif. rofa. ote. peia. fetu. prestote. śerfie. śerfer. martier. popluper. totar. iiouinar. totaper / 7 iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159019];[159014];3;facio;1;0;[159014];0
159035;995;1667;598;159035;1;aruio.;aruio;OBJ;159036;204690.0;10147a;10147;32.0;Umbrian;YO-stem OR I-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;guts;BODY;-;exta;exta;-;arwiaa;aruio-;7 aruio. fetu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159036];[159035];1;facio;1;0;[159035];0
159047;995;1670;601;159047;2;struśla.;strusla;OBJ_CO;320005;204702.0;11454a;11454;12.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;-;-;-;-;-;-;struwikelaam;stru--ś-la--;8 prosesetir. struśla. ficla. arsueitu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159049];[159047, 159048];2;adveho;1;0;[159047, 159048];0
159051;995;1671;602;159051;2;supo.;supo;OBJ;159053;204706.0;11413a;11413;11.0;Umbrian;O-stem or A-stem;adjective;-;-;-;-;-;plural;N;ACC;-;a-p---na-;N-acc-pl;under-parts;BODY;-;supinus;supina;-;sopaa;supo-;8 ape. supo. postro. pepescus. enom. pesclu. ruseme. uesticatu. prestote. śerfie / 9 śerfer. martier. popluper. totar. iouinar. totaper. iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159053];[159051];1;pono;0;0;[159051];0
159056;995;1671;602;159056;6;pesclu.;pesclu;OBJ;159059;204711.0;11091a;11091;18.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;prayer;RELIGION;-;prex;precem;-;perkskelom;pe--sc-lu-;8 ape. supo. postro. pepescus. enom. pesclu. ruseme. uesticatu. prestote. śerfie / 9 śerfer. martier. popluper. totar. iouinar. totaper. iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159059];[159056];1;libo;1;0;[159056];0
159109;995;1674;605;159109;8;atero.;atero;OBJ;159106;204764.0;10161a;10161;2.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M/N;ACC;-;n-s---ma-;M-acc-sg;success;-;-;fortuna;fortunam;-;aterom;atero-;11 prestota. śerfia. śerfer martier. preuendu. uia. ecla. atero. tote. tarsinate. trifo. tarsinate / 12 tursce. naharce. iabusce. nomne. totar. tarsinater. trifor. tarsinater. tuscer. naharcer. iabuscer. nomner / 13 nerus. śitir. anśihitir. iouies. hostatir. anostatir. ero. nomne.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159106];[159109];1;averto;1;1;[159109];0
159167;995;1676;607;159167;7;poplom.;poplom;OBJ;159166;204822.0;11200a;11200;37.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;ACC;-;n-s---ma-;M-acc-sg;people;POLITICS;-;populus;populum;-;popolom;pop-lom;15 prestota. śerfia. śerfer. martier. saluom. seritu. poplom. totar. iiouinar.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159166];[159167];2;servo;1;1;[159167];0
159172;995;1677;608;159172;3;totam.;totam;OBJ;159171;204827.0;11551a;11551;139.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;ACC;-;n-s---fa-;F-acc-sg;state;POLITICS;-;populus;populum;-;towtaam;to-ta-m;15 salua. seritu{u} / 16 totam. iiouinam.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159171];[159172];2;servo;1;1;[159172];0
159186;995;1678;609;159186;12;nome.;nome;OBJ;159179;204841.0;10930a;10930;99.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;name;-;-;nomen;nomen;-;noomen;no-me-;16 prestota. serfia. serfer. martier. saluo. seritu. popler. totar. iiouinar. totar. iiouinar / 17 nome.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159179];[159186];2;servo;1;1;[159186];0
159187;995;1679;610;159187;1;nerf.;nerf;OBJ_CO;320013;204842.0;10914a;10914;18.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;man;HUMAN;-;vir;viros;-;neerf;ne-rf;17 nerf. arsmo. uiro. pequo. castruo. frif. salua seritu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159194];[159187, 159188, 159189, 159190, 159191, 159192];6;servo;1;0;[159187, 159188, 159189, 159190, 159191, 159192];0
159236;995;1682;613;159236;5;tiom;tiom;OBJ;159237;204891.0;11508a;11508;47.0;Umbrian;IRR;adjective;-;-;-;-;-;singular;F;ACC;-;a-s---fa-;F-acc-sg;you;-;-;tu;te;-;teeom;ti-om;19 prestota. śerfia. śerfer. martier. tiom / 20 subocauu.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;[159237];[159236];1;invoco;1;0;[159236];0
