;Token_ID;Lemma;Token;Children;Relation;POS;Category;AuxY;Language;Date_before;Date_after;Sentence;Proper;Verbs;Nouns;Polysyndeton;Bisyndeton;Minus_one;Strategy
101;155300;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;23 kutef: pesnimu: ařepes: arves:;0;0;1;0;0;1;A
102;319850;-;-;2;ADV_CO;noun;BUILDING;0;Umbrian;-300.0;-350.0;24 pus veres: vehiies: tref: hapinaf: fetu: tefre: iuvie: / 25 ukriper: fisiu: tutaper: ikuvina:;0;0;1;0;0;1;A
103;155330;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;26 taçez: pesnim/27u: ařiper: arvis:;0;0;1;0;0;1;A
104;155338;-;-;2;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;27 api: habina: purtiius: suřum: pesuntru / 28 fetu: esmik: vestiçam: preve: fiktu:;0;1;0;0;0;1;A
105;515137;;-;2;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;27 api: habina: purtiius: suřum: pesuntru / 28 fetu: esmik: vestiçam: preve: fiktu:;0;0;1;0;0;1;A
106;319851;-;-;2;ADV_CO;noun;BUILDING;0;Umbrian;-300.0;-350.0;28 tefri: iuvi: fetu: ukri/29per fisiu: tutaper: ikuvina:;0;0;1;0;0;1;A
107;155369;-;-;3;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;30 api: eřeḳ purtiius: enuk: suřum: pesuntrum: feitu: staf/31li: iuv esmik: vestiça: afiktu: ukriper: fisiu tutaper: ikuvin{p}/32a: feitu;0;1;0;1;0;0;A
108;319852;-;-;2;ADV_CO;noun;BUILDING;0;Umbrian;-300.0;-350.0;30 api: eřeḳ purtiius: enuk: suřum: pesuntrum: feitu: staf/31li: iuv esmik: vestiça: afiktu: ukriper: fisiu tutaper: ikuvin{p}/32a: feitu;0;0;1;0;0;1;A
109;155399;-;-;2;PRED_CO;verb;RELIGION;0;Umbrian;-300.0;-350.0;33 zeřef / 34 kumultu: zeřef: kumat(e)s: pesnimu:;0;1;0;0;0;1;A
110;319853;-;-;2;ADV_CO;noun;POLITICS;0;Umbrian;-300.0;-350.0;1 vukukum: iuviu: pune: uvef: furfaθ: tref: vitluf: turuf: / 2 marte: huřie: fetu: pupluper: tutas: iiuvinas: tutaper ikuvina:;0;0;1;0;0;1;A
111;155433;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;3 kutef̣: pesnimu: / 4 ařepes: arves:;0;0;1;0;0;1;A
112;319854;-;-;2;ADV_CO;noun;POLITICS;0;Umbrian;-300.0;-350.0;4 vukukum: kureties: tref: vitluf̣: turuf̣: hunte çe[r]/5fi: feitu: pupluper tutas: iiuvinas: tutaper: iiuvina:;0;0;1;0;0;1;A
113;155460;10532a;heris:;2;ADV_CO;noun;VICTUALS;1;Umbrian;-300.0;-350.0;6 heris: vinu: heris: / 7 puni: feitu:;0;0;1;0;1;0;O
114;155466;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;7 kutef: persnimu: ařipes: arvis:;0;0;1;0;0;1;A
115;155486;-;-;3;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;8 avif: azeriatu: / 9 verufe: treplanu: kuvertu: restef: esunu: feitu:;0;1;0;1;0;0;A
116;155499;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;10 pune: puplum: aferum: heries: avef: anzeṛiatu: etu: pernaia/11f: pustnaiaf:;0;0;0;0;0;1;A
117;155521;-;-;2;ADV_CO;adjective;POLITICS;0;Umbrian;-300.0;-350.0;12 pune: pir: entelus: ahtimem: / 13 enumek: steplatu parfam: tesvam: tefe: tute: ikuvine:;0;0;0;0;0;1;A
118;155548;-;-;5;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;15 pune: menes: / 16 akeřuniamem: enumek: etuřstamu: tuta tařinate: trifu: / 17 tařinate: turskum: naharkum: numem: iapuzkum: numem:;0;0;1;1;0;0;A
119;155584;10385a;et:;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;20 enumek: apretu: tures: et: pure:;0;0;1;0;0;1;S
120;155612;10194a;ute:;2;ATR_CO;adjective;COLOUR;0;Umbrian;-300.0;-350.0;24 funtlere: trif: apruf: rufru: ute: peiu: feitu çerfe: marti:;0;0;0;0;0;1;O
121;155627;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;26 taçez: pesnimu: ařepe: arves:;0;0;1;0;0;1;A
122;155634;10194a;ute:;2;ATR_CO;adjective;COLOUR;0;Umbrian;-300.0;-350.0;27 rupinie: e: tre: purka: rufra: ute: peia: fetu: prestate: / 28 çerfie: çerfe: marties:;0;0;0;0;0;1;O
123;155652;-;-;2;ATR_CO;adjective;COLOUR;0;Umbrian;-300.0;-350.0;29 vesklu: vetu: atru: alfu:;0;0;0;0;0;1;A
124;155659;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;30 taçez: pesnimu: ařeper: arves:;0;0;1;0;0;1;A
125;155679;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;32 taçez: pesnimu: / 33 ařeper: arves:;0;0;1;0;0;1;A
126;155711;-;-;2;ADV_CO;verb;-;0;Umbrian;-300.0;-350.0;36 enu: rupiname: pustru: kuvertu: antakre: / 37 kumate: pesnimu:;0;1;0;0;0;1;A
127;155725;-;-;2;ADV_CO;verb;-;0;Umbrian;-300.0;-350.0;38 antakre: kumate: pesnimu:;0;1;0;0;0;1;A
128;155766;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;44 taçez pesnimu: ařepe: arves:;0;0;1;0;0;1;A
129;155827;-;-;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;7 taçez: pesnimu: ařepe arves:;0;0;1;0;0;1;A
130;155911;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;18 katlu: arvia: struhçla: fikla: pune: vinu: śalu: maletu: / 19 mantrahklu: veskla: snata: asnata: umen: fertu:;0;0;0;0;0;1;A
131;155913;-;-;10;OBJ_CO;noun;VICTUALS;0;Umbrian;-300.0;-350.0;18 katlu: arvia: struhçla: fikla: pune: vinu: śalu: maletu: / 19 mantrahklu: veskla: snata: asnata: umen: fertu:;0;0;1;1;0;0;A
132;155970;-;-;2;OBJ_CO;adjective;-;0;Umbrian;-300.0;-350.0;26 berva: frehtef: fertu:;0;0;0;0;0;1;A
133;155987;-;-;2;OBJ_CO;adjective;NUMBER;0;Umbrian;-300.0;-350.0;27 katles: tuva: tefra / 28 terti: erus: prusekatu:;0;0;0;0;0;1;A
134;155995;-;-;2;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;28 struhçla: / 29 fikla: ařveitu:;0;0;1;0;0;1;A
135;156038;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;33 berva: klavlaf: {a} / 34 anfehtaf: vesklu: snatu asnatu: umen: fertu:;0;0;0;0;0;1;A
136;156040;-;-;4;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;33 berva: klavlaf: {a} / 34 anfehtaf: vesklu: snatu asnatu: umen: fertu:;0;0;1;1;0;0;A
137;156062;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;37 veskles: snate: asnates: sevaknis: spiniama: persnihmu:;0;0;0;0;0;1;A
138;156093;-;-;2;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;40 esuf: pusme: herter: erus: kuveitu: teřtu:;0;1;0;0;0;1;A
139;156096;-;-;2;OBJ_CO;noun;VICTUALS;0;Umbrian;-300.0;-350.0;40 vinu: pune: teřtu:;0;0;1;0;0;1;A
140;156100;-;-;3;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;41 struhçlas: fiklas: sufafias: kumaltu:;0;0;1;1;0;0;A
141;156108;-;-;2;ADV_CO;verb;-;0;Umbrian;-300.0;-350.0;42 antakres: kumates: persṇịhṃu:;0;1;0;0;0;1;A
142;156131;-;-;2;OBJ_CO;noun;ANIMAL;0;Umbrian;-300.0;-350.0;1 seme{:}nies: tekuries: sim: kaprum: upetu:;0;0;1;0;0;1;A
143;156141;-;-;20;OBJ_CO;noun;PROPER;0;Umbrian;-300.0;-350.0;2 atiieřiate: etre: atiieřiate: / 3 klaverniie: etre: klaverniie: kureiate: etre kureiate / 4 satanes: etre satane: peieřiate: etre p{:}eieřiate: talenate: / 5 etre talenate: museiate: etre museiate: iuieskane: / 6 etre iuieskanes: kaselate: etre kaselate: tertie kaselate: / 7 peraznanie: teitu;1;0;0;1;0;0;A
144;156179;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;7 si: pera{:}/8kne: sevakne: upetu e{:}veietu: sevakne: naratu:;0;0;0;0;0;1;A
145;156196;10532a;heri;2;ADV_CO;noun;VICTUALS;1;Umbrian;-300.0;-350.0;9 heri: puni: / 10 heri vinu fetu:;0;0;1;0;1;0;O
146;156204;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;10 kapru: pera{:}kne: seva/11kne: upetu: eveietu: naratu:;0;0;0;0;0;1;A
147;156226;-;-;3;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;13 persutru: vaputis: mefa: vistiça: feta fertu:;0;0;1;1;0;0;A
148;319860;-;-;2;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;9 inumek: sakre / 10 uvem: urtas: puntes: fratrum: upetuta:;0;0;1;0;0;1;A
149;319383;-;-;2;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;12 sakre: uvem: / 13 kletra: fertuta: aituta:;0;1;0;0;0;1;A
150;319384;-;-;2;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;12 sakre: uvem: / 13 kletra: fertuta: aituta:;0;0;1;0;0;1;A
151;156463;-;-;4;ADV_CO;noun;POLITICS;0;Umbrian;-300.0;-350.0;22 sakre: sevakne: upetu: iuvepatre / 23 prumu: ampentu: testru: sese asa: fratrusper: / 24 atiieřies: ahtisper: eikvasatis: tutape: iiuvina / 25 trefiper: iiuvina:;0;0;1;1;0;0;A
152;156494;-;-;4;ADV_CO;noun;POLITICS;0;Umbrian;-300.0;-350.0;28 iuka: mersuva: uvikum: habetu: fratruspe / 29 atiieřie: ahtisper: eikvasatis: tutaper / 30 iiuvina: trefiper: iiuvina:;0;0;1;1;0;0;A
153;156568;-;-;2;OBJ_CO;noun;PROPER;0;Umbrian;-300.0;-350.0;5 erer{er}unt: kapiřus: puemune: / 6 vesune: purtuvitu:;1;0;0;0;0;1;A
154;156580;10385a;et:;4;ADV_CO;adjective;-;0;Umbrian;-300.0;-350.0;6 asamař: ereçlụmař / 7 aseçetes: karnus: iseçeles: et: vempesuntres / 8 supes: sanes: pertentu: persnimu: ařpeltu / 9 statitatu:;0;0;0;1;0;0;S
155;156574;-;-;2;ADV_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;6 asamař: ereçlụmař / 7 aseçetes: karnus: iseçeles: et: vempesuntres / 8 supes: sanes: pertentu: persnimu: ařpeltu / 9 statitatu:;0;0;1;0;0;1;A
156;319861;-;-;4;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;6 asamař: ereçlụmař / 7 aseçetes: karnus: iseçeles: et: vempesuntres / 8 supes: sanes: pertentu: persnimu: ařpeltu / 9 statitatu:;0;1;0;1;0;0;A
157;156590;-;-;2;ATR_CO;adjective;-;0;Umbrian;-300.0;-350.0;9 veskles: snates: asnates: sevakne / 10 ereçluma: persnimu: puemune: pupřike{s}: vesune / 11 puemunes: pupřikes:;0;0;0;0;0;1;A
158;156598;-;-;2;OBJ_CO;adjective;PROPER;0;Umbrian;-300.0;-350.0;9 veskles: snates: asnates: sevakne / 10 ereçluma: persnimu: puemune: pupřike{s}: vesune / 11 puemunes: pupřikes:;1;0;0;0;0;1;A
159;156606;10385a;et:;2;OBJ_CO;noun;PROPER;0;Umbrian;-300.0;-350.0;11 klavles: persnihmu / 12 puemune: pupřike: et: vesune: puemunes / 13 pupřikes: pustin: ereçlu:;1;0;0;0;0;1;S
160;156619;-;-;2;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;14 inuk: vestiçia: mefa: purtuṿitụ / 15 skalçeta: kunikaz: apehtre: esuf: testru{.} sese / 16 asa: asama: purtuvitu. sevakne: sukatu:;0;0;1;0;0;1;A
161;156636;-;-;2;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;17 inumek: vesṭeça: persuntru: supu: ereçle: hule / 18 sevakne: skalçeta: kunikaz: purtuvitu:;0;0;1;0;0;1;A
162;156647;-;-;2;OBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;18 inuṃek / 19 vestiçia: persuntru: turse: super: ereçle: sevakne / 20 skalçeta: kunikaz: purtuviθu:;0;0;1;0;0;1;A
163;319862;-;-;2;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;30 tapistenu: habetu: pune: / 31 frehtu: habetu:;0;1;0;0;0;1;A
164;319864;-;-;2;PRED_CO;verb;-;0;Umbrian;-300.0;-350.0;6 sakreu: / 7 perakneu: upetu: revestu:;0;1;0;0;0;1;A
165;156765;10385a;et:;NA;NA;NA;NA;0;Umbrian;-300.0;-350.0;7 puře: teřte: / 8 eru: emantur: herte: et: pihaklu:;0;0;0;0;0;0;S
166;156787;10385a;et:;2;ADV_CO;noun;-;0;Umbrian;-300.0;-350.0;10 ařfertur: pisi: pumpe: / 11 fust: erek: esunesku: vepurus: felsva: / 12 ařputrati: fratru: atiieřiu: prehubia: / 13 et: nuřpener: prever: pusti: kastruvuf:;0;0;1;0;0;1;S
167;156844;10194a;ute:;2;SBJ_CO;adjective;RELIGION;0;Umbrian;-300.0;-350.0;22 et: ape: frater: çersnatur: furent: / 23 ehvelklu: feia: fratreks: ute: kvestur: / 24 sve: rehte: kuratu: si;0;0;0;0;0;1;O
168;156883;10194a;ute:;2;SBJ_CO;noun;RELIGION;0;Umbrian;-300.0;-350.0;27 sve: mestru: karu: fratru: atiieř/28iu: pure: ulu: benurent: prusikurent: / 29 ḳuratu: rehte: neip: eru: enuk: fratru / 1 ehvelklu: feia: fratreks: / 2 ute: kvestur: panta: muta: / 3 ařferture: si:;0;0;1;0;0;1;O
169;156921;10385a;et.;2;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;8 clauerniur. dirsas. herti. fratrus. atiersir. posti. acnu / 9 farer. opeter. p. IIII agre. tlatie. piquier. martier. et. śesna. / 10 homonus. duir. puri. far. eiscurent. ote. a. VI;0;0;1;0;0;1;S
170;156928;10194a;ote.;3;OBJ_CO;noun;ECONOMY;0;Umbrian;-300.0;-350.0;8 clauerniur. dirsas. herti. fratrus. atiersir. posti. acnu / 9 farer. opeter. p. IIII agre. tlatie. piquier. martier. et. śesna. / 10 homonus. duir. puri. far. eiscurent. ote. a. VI;0;0;1;1;0;0;O
171;156951;10385a;et.;4;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;10 clauerni / 11 dirsans. herti. frater. atiersiur. sehmenier. dequrier / 12 pelmner. sorser. posti. acnu. uef. X. cabriner. uef V pretra / 13 toco. postra. fahe. et. śesna. ote. a. VI.;0;0;1;1;0;0;S
172;156953;10194a;ote.;5;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;10 clauerni / 11 dirsans. herti. frater. atiersiur. sehmenier. dequrier / 12 pelmner. sorser. posti. acnu. uef. X. cabriner. uef V pretra / 13 toco. postra. fahe. et. śesna. ote. a. VI.;0;0;1;1;0;0;O
173;156971;10385a;et.;2;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;13 casilos. dirsa. herti. fratrus / 14 atiersir. posti. acnu. farer. opeter. p. VI agre. casiler. piquier / 15 martier. et. řesna. homonus. duir. puri. far. eiscurent. ote. a. VI;0;0;1;0;0;1;S
174;156978;10194a;ote.;3;OBJ_CO;noun;ECONOMY;0;Umbrian;-300.0;-350.0;13 casilos. dirsa. herti. fratrus / 14 atiersir. posti. acnu. farer. opeter. p. VI agre. casiler. piquier / 15 martier. et. řesna. homonus. duir. puri. far. eiscurent. ote. a. VI;0;0;1;1;0;0;O
175;156997;10385a;et;3;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;16 casilate. dirsans. herti. frateer. atiersiur. sehmenier. dequrier / 17 pelmner. sorser. posti. acnu. uef. XV. cabriner. uef VIIs. et / 18 śesna. ote. a. VI;0;0;1;1;0;0;S
176;156999;10194a;ote.;4;OBJ_CO;noun;-;0;Umbrian;-300.0;-350.0;16 casilate. dirsans. herti. frateer. atiersiur. sehmenier. dequrier / 17 pelmner. sorser. posti. acnu. uef. XV. cabriner. uef VIIs. et / 18 śesna. ote. a. VI;0;0;1;1;0;0;O
177;319867;-;-;2;APOS_CO;noun;ANIMAL;0;Umbrian;-150.0;-100.0;1 este. persclo. aueis. aseriater. enetu. parfa. curnase. dersua. peiqu. peica. merstu.;0;0;1;0;0;1;A
178;319869;-;-;2;APOS_CO;noun;ANIMAL;0;Umbrian;-150.0;-100.0;1 este. persclo. aueis. aseriater. enetu. parfa. curnase. dersua. peiqu. peica. merstu.;0;0;1;0;0;1;A
179;319872;-;-;6;OBJ_CO;noun;ANIMAL;0;Umbrian;-150.0;-100.0;2 stiplo aseriaia. parfa. dersua. curnaco. dersua / 3 peico. mersto. peica. mersta. mersta. auuei. merst{.}a. angla. esona.;0;0;1;1;0;0;A
180;319873;-;-;6;OBJ_CO;noun;ANIMAL;0;Umbrian;-150.0;-100.0;4 ef. aserio. parfa. dersua. curnaco. dersua. peico. mersto. peica. mersta. mersta. aueif. merstaf / 5 anglaf. esona. mehe. tote. iioueine. esmei. stahmei. stahmeitei.;0;0;1;1;0;0;A
181;319874;-;-;1;ADV_CO;pronoun;-;0;Umbrian;-150.0;-100.0;4 ef. aserio. parfa. dersua. curnaco. dersua. peico. mersto. peica. mersta. mersta. aueif. merstaf / 5 anglaf. esona. mehe. tote. iioueine. esmei. stahmei. stahmeitei.;0;0;0;0;1;0;A
182;157071;10910a;nep.;2;PRED_CO;verb;-;0;Umbrian;-150.0;-100.0;5 sersi. pirsi. sesus. poi. angla / 6 aseriato. est. erse. neip. mugatu. nep. arsir. andersistu. nersa. courtust. porsi. angla. anseriato / 7 iust.;0;1;0;0;0;1;O
183;157083;10194a;ote.;2;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;7 sue. muieto. fust. ote. pisi. arsir. andersesusṭ disler alinsust.;0;1;0;0;0;1;O
184;319876;-;-;2;OBJ_CO;noun;ANIMAL;0;Umbrian;-150.0;-100.0;15 subra. esto / 16 tudero. peico. mersto. peica. mersta. seritu.;0;0;1;0;0;1;A
185;157235;10385a;et.;2;ATR_CO;verb;RELIGION;0;Umbrian;-150.0;-100.0;18 esisco. esoneir. seueir / 19 popler. anferener. et. ocrer. pihaner. perca. arsmatia. habitu.;0;1;0;0;0;1;S
186;319882;-;-;4;ADV_CO;noun;-;0;Umbrian;-150.0;-100.0;22 teio. subocau. suboco / 23 dei graboui. ocriper. fisiu. totaper. iiouina. erer. nomneper. erar. nomneper.;0;0;1;1;0;0;A
187;319884;-;-;4;OBJ_CO;noun;-;0;Umbrian;-150.0;-100.0;23 fos. sei. pacer sei. ocre. fisei / 24 tote. iiouine. erer. nomne. erar. nomne.;0;0;1;1;0;0;A
188;319883;-;-;2;PRED_CO;verb;-;0;Umbrian;-150.0;-100.0;23 fos. sei. pacer sei. ocre. fisei / 24 tote. iiouine. erer. nomne. erar. nomne.;0;1;0;0;0;1;A
189;319885;-;-;4;ADV_CO;noun;-;0;Umbrian;-150.0;-100.0;24 arsier. frite. tio. subocau / 25 suboco. dei. graboue. di. grabouie. tio. esu. bue. peracrei. pihaclu. ocreper. fisiu. totaper. iouina. irer. nomneper / 26 erar. nomneper.;0;0;1;1;0;0;A
190;319887;-;-;2;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;26 dei. grabouie. orer. ose. persei. ocre. fisie. pir. orto. est. toteme. iouine. arsmor. dersecor / 27 subator. sent. pusei. neip. heritu.;0;1;0;0;0;1;A
191;319888;-;-;6;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;27 dei. g̣raboui. persei. tuer. perscler. uaseto. est. pesetom. est. peretom. est / 28 frosetom est. daetom. est. tuer. perscler. uirseto. auirseto. uas. est. di. grabouie. persei. mersei. esu. bue / 29 peracrei. pihaclu. pihafei.;0;1;0;1;0;0;A
192;319889;-;-;2;ATR_CO;verb;-;0;Umbrian;-150.0;-100.0;27 dei. g̣raboui. persei. tuer. perscler. uaseto. est. pesetom. est. peretom. est / 28 frosetom est. daetom. est. tuer. perscler. uirseto. auirseto. uas. est. di. grabouie. persei. mersei. esu. bue / 29 peracrei. pihaclu. pihafei.;0;1;0;0;0;1;A
193;319890;-;-;2;ATR_CO;noun;BUILDING;0;Umbrian;-150.0;-100.0;29 di. grabouie. pihatu. ocrer / 30 fisier. totar. iouinar. nome.;0;0;1;0;0;1;A
194;319891;-;-;6;OBJ_CO;noun;HUMAN;0;Umbrian;-150.0;-100.0;30 nerf. arsmo. ueiro pequo. castruo. fri. pihatu.;0;0;1;1;0;0;A
195;319399;-;-;2;PNOM_CO;adjective;-;0;Umbrian;-150.0;-100.0;30 futu. fos. pacer. paśe. tua. ocre fisi / 31 tote. iiouine. erẹr. nomne. erar. nomne.;0;0;0;0;0;1;A
196;319400;-;-;4;OBJ_CO;noun;-;0;Umbrian;-150.0;-100.0;30 futu. fos. pacer. paśe. tua. ocre fisi / 31 tote. iiouine. erẹr. nomne. erar. nomne.;0;0;1;1;0;0;A
197;319892;-;-;2;ATR_CO;noun;BUILDING;0;Umbrian;-150.0;-100.0;31 di / 32 grabouie. saluo. seritu. ocrer. fisier. totar. iiouinar. nome.;0;0;1;0;0;1;A
198;319893;-;-;6;OBJ_CO;noun;HUMAN;0;Umbrian;-150.0;-100.0;32 nerf. arsmo. ueiro. pequo. castruo. fri. salua / 33 seritu.;0;0;1;1;0;0;A
199;319401;-;-;2;PNOM_CO;adjective;-;0;Umbrian;-150.0;-100.0;33 futu. fos. pacer. pase. tua. ocre. fisi. tote. iouine. erer nomne. erar. nomne.;0;0;0;0;0;1;A
200;319402;-;-;4;OBJ_CO;noun;-;0;Umbrian;-150.0;-100.0;33 futu. fos. pacer. pase. tua. ocre. fisi. tote. iouine. erer nomne. erar. nomne.;0;0;1;1;0;0;A
201;319894;-;-;4;ATR_CO;noun;-;0;Umbrian;-150.0;-100.0;33 di. grabouie. tio. esu. bue / 34 peracri. pihaclu. ocreper. fisiu. totaper. iouina. erer. nomneper. erar. nomneper. di. grabouie. tio. subocau;0;0;1;1;0;0;A
202;319898;-;-;2;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;35 di / 36 grabouie. orer. ose. persei. ocre. fisie. pir. orto est. tote. iouine. arsmor. dersecor. subator. sent. pusei. neip / 37 hereitu.;0;1;0;0;0;1;A
203;319900;-;-;6;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;37 di. g̣rabouie. persi. tuer. perscler. uaśetom. est. pesetom est. peretom est. frosetom est. daetom est. tuer / 38 perscler. uirseto. ạuirseto. uas. est. di grabouie. persi. mersi. esu. bue. peracri. pihaclu. etru. pihafi.;0;1;0;1;0;0;A
204;319901;-;-;2;ATR_CO;verb;-;0;Umbrian;-150.0;-100.0;37 di. g̣rabouie. persi. tuer. perscler. uaśetom. est. pesetom est. peretom est. frosetom est. daetom est. tuer / 38 perscler. uirseto. ạuirseto. uas. est. di grabouie. persi. mersi. esu. bue. peracri. pihaclu. etru. pihafi.;0;1;0;0;0;1;A
205;319902;-;-;2;ATR_CO;noun;BUILDING;0;Umbrian;-150.0;-100.0;39 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar. nome. nerf. arsmo. ueiro / 40 pequo castruo. fri. pihatu.;0;0;1;0;0;1;A
206;319903;-;-;6;OBJ_CO;noun;HUMAN;0;Umbrian;-150.0;-100.0;39 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar. nome. nerf. arsmo. ueiro / 40 pequo castruo. fri. pihatu.;0;0;1;1;0;0;A
207;319403;-;-;2;PNOM_CO;adjective;-;0;Umbrian;-150.0;-100.0;40 futu. fos. pacer. pase. tua. ocre. fisie. tote. iiouine. erer. nomne. erar. nomne.;0;0;0;0;0;1;A
208;319404;-;-;4;OBJ_CO;noun;-;0;Umbrian;-150.0;-100.0;40 futu. fos. pacer. pase. tua. ocre. fisie. tote. iiouine. erer. nomne. erar. nomne.;0;0;1;1;0;0;A
209;319904;-;-;2;ATR_CO;noun;BUILDING;0;Umbrian;-150.0;-100.0;41 di. grabouie. saluuom. seritu. ocrer. fisier. totar / 42 iiouinar. nome.;0;0;1;0;0;1;A
210;319905;-;-;6;OBJ_CO;noun;HUMAN;0;Umbrian;-150.0;-100.0;42 nerf. arsmo. uiro. pequo. castruo frif. saluua. seritu.;0;0;1;1;0;0;A
211;319405;-;-;2;PNOM_CO;adjective;-;0;Umbrian;-150.0;-100.0;42 futu. fons. pacer. pase. tuua. ocre. fisi. tote / 43 iiouine. erer. nomne. erar. nomne.;0;0;0;0;0;1;A
212;319406;-;-;4;OBJ_CO;noun;-;0;Umbrian;-150.0;-100.0;42 futu. fons. pacer. pase. tuua. ocre. fisi. tote / 43 iiouine. erer. nomne. erar. nomne.;0;0;1;1;0;0;A
213;319906;-;-;4;ATR_CO;noun;-;0;Umbrian;-150.0;-100.0;43 di. grabouie. tiom. essu. bue. peracri. pihaclu. etru. ocriper. fissiu. totaper. iouina. erer / 44 nomneper. erar. nomneper. di. grabouie. tiom. subocau;0;0;1;1;0;0;A
214;319910;-;-;2;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;45 di / 46 grabouie orer. ose. pirse ocrem. fisiem. pir. ortom. est. toteme. iouinem. arsmor. dersecor. subator. sent. pusi. neip / 47 heritu.;0;1;0;0;0;1;A
215;319911;-;-;6;ADV_CO;verb;-;0;Umbrian;-150.0;-100.0;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;0;1;0;1;0;0;A
216;319912;-;-;2;ATR_CO;verb;-;0;Umbrian;-150.0;-100.0;47 di. grabouie. perse. tuer. pescler. uasetom. est. pesetom. est. peretom. est. frosetom. est. daetom. est. tuer / 48 pescler. uirseto. auirseto. uas. est. di. grabouie. pirsi. mersi. esu. bue. peracri. pihaclu. tertiu. pihafi.;0;1;0;0;0;1;A
217;319913;-;-;2;ATR_CO;noun;BUILDING;0;Umbrian;-150.0;-100.0;49 di. grabouie. pihatu. ocrer. fisier. totar. iiouinar.;0;0;1;0;0;1;A
218;319914;-;-;6;OBJ_CO;noun;HUMAN;0;Umbrian;-150.0;-100.0;49 nome nerf. asmo / 50 uiro. pequo. castruo. fri. pihatu.;0;0;1;1;0;0;A
219;319407;-;-;2;PNOM_CO;adjective;-;0;Umbrian;-150.0;-100.0;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;0;0;0;0;0;1;A
220;319408;-;-;4;OBJ_CO;noun;-;0;Umbrian;-150.0;-100.0;50 futu. fons. pacer. pase. tua. ocre. fisi tote. iiouine. erer. nomne. erar. nomne.;0;0;1;1;0;0;A
221;319915;-;-;2;ATR_CO;noun;BUILDING;0;Umbrian;-150.0;-100.0;51 di. grabouie. saluom. seritu. ocrer. fisieṛ / 52 totar. iiouinar. nome.;0;0;1;0;0;1;A
